id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
103,Black Hide,CHEST,Male/Female,Blademaster,10,5,5,36,106,0,2,2,2,-5,2,,,,,,,,,,,11111,Dark Stone,1,Dark Piece,3,Ancient Potion,1,Flame Sac,3,,,,
104,Black Skin,CHEST,Male/Female,Gunner,10,5,5,18,56,2,4,4,3,-2,2,,,,,,,,,,,11111,Dark Stone,1,Dark Piece,3,Ancient Potion,1,Flame Sac,3,,,,
105,Death Stench Muscle,CHEST,Male/Female,Blademaster,3,4,5,40,108,2,1,1,-1,0,1,Fencing,2,Sneak,2,Health,-3,,,,,5800,Sinister Cloth,2,Striped Skin,3,Unknown Skull,3,Eldr Dragon Bone,3,,,,
106,Death Stench Heart,CHEST,Male/Female,Gunner,3,4,5,20,58,3,2,2,0,1,1,AutoReload,2,Crag S Add,2,Health,-3,,,,,5800,Sinister Cloth,2,Striped Skin,3,Unknown Skull,3,Eldr Dragon Bone,3,,,,
107,Lava Mail,CHEST,Male/Female,Blademaster,7,10,5,40,108,4,-3,0,0,1,0,Terrain,3,Rec Speed,2,Guard,2,Faint,-2,,,5800,Lavasioth Ticket,1,ThckLavasiothScl,3,HvyLavasiothFang,2,Firestone,1,,,,
108,Lava Vest,CHEST,Male/Female,Gunner,7,10,5,20,58,5,-1,2,2,2,0,Terrain,3,Rec Speed,2,Recoil,2,Faint,-2,,,5800,Lavasioth Ticket,1,ThckLavasiothScl,3,HvyLavasiothFang,2,Firestone,1,,,,
109,Mizuha Guards,CHEST,Male/Female,Blademaster,3,5,5,40,108,-4,3,0,4,-1,0,WindPress,4,HearProtct,2,Terrain,-3,,,,,9000,Chameleos Hide,2,ChameleosWebbing,3,Alluring Hide,2,Lightcrystal,2,,,,
110,Extravagant Camise,CHEST,Male/Female,Gunner,3,5,5,20,58,-3,4,1,5,0,0,WindPress,4,HearProtct,2,Terrain,-3,,,,,9000,Chameleos Hide,2,ChameleosWebbing,3,Alluring Hide,2,Lightcrystal,2,,,,
111,Kushala Cista,CHEST,Male/Female,Blademaster,3,4,5,42,108,0,2,-2,4,-3,0,ShortCharg,1,Terrain,3,Poison,-2,Fire Res,3,,,9300,Daora Shell,2,Daora Webbing,1,Dragonite Ore,2,ElderDragonBlood,1,,,,
112,Kushala Vise,CHEST,Male/Female,Gunner,3,4,5,21,59,2,3,-2,5,-2,0,ShortCharg,1,Terrain,3,Poison,-2,Fire Res,3,,,9300,Daora Shell,2,Daora Webbing,1,Dragonite Ore,2,ElderDragonBlood,1,,,,
113,Kirin Jacket,CHEST,Male/Female,Blademaster,3,5,5,44,108,0,2,4,0,-1,1,All Resist,3,ElementAtk,2,Everlastng,-2,,,,,9800,Kirin Hide,1,Flabby Hide,3,Rubbery Hide,2,Lightcrystal,1,,,,
114,Kirin Cape,CHEST,Male/Female,Gunner,3,5,5,22,58,1,4,6,1,0,1,All Resist,3,ElementAtk,2,Everlastng,-2,,,,,9800,Kirin Hide,1,Flabby Hide,3,Rubbery Hide,2,Lightcrystal,1,,,,
115,GuardianSpritRaiment,CHEST,Male/Female,Blademaster,3,4,5,44,110,2,2,0,-2,-2,1,Fencing,2,All Resist,1,Protection,2,Potential,-2,,,9800,Dragonmoss,2,Dragonwood,2,ElderDragonBlood,1,Pokke Ticket,1,,,,
116,Carnage Raiment,CHEST,Male/Female,Gunner,3,4,5,22,58,3,4,2,-1,-1,1,Capacity,2,All Resist,1,Protection,2,Potential,-2,,,9800,Dragonmoss,2,Dragonwood,2,ElderDragonBlood,1,Pokke Ticket,1,,,,
117,Auroros Torso,CHEST,Male,Blademaster,2,6,5,44,110,-2,2,0,2,-4,1,Rec Speed,2,Guard,3,PsychicVis,1,Stamina,-1,,,9800,Lao-Shan's Shell,4,Firestone,2,Blood Red Horn,3,Commendation,1,,,,
118,Borealis Chest,CHEST,Female,Blademaster,2,6,5,44,110,-2,2,0,2,-4,1,Rec Speed,2,Guard,3,PsychicVis,1,Stamina,-1,,,9800,Lao-Shan's Shell,4,Firestone,2,Blood Red Horn,3,Commendation,1,,,,
119,Genesis Torso,CHEST,Male,Gunner,2,6,5,22,58,1,3,2,3,-2,1,Rec Speed,2,Reload,3,NormalSAdd,1,Hunger,-1,,,9800,Lao-Shan's Shell,4,Firestone,2,Blood Red Horn,3,Commendation,1,,,,
120,Glyph Chest,CHEST,Female,Gunner,2,6,5,22,58,1,3,2,3,-2,1,Rec Speed,2,Reload,3,NormalSAdd,1,Hunger,-1,,,9800,Lao-Shan's Shell,4,Firestone,2,Blood Red Horn,3,Commendation,1,,,,
121,Empress Mail,CHEST,Male/Female,Blademaster,10,5,5,46,110,5,-1,0,0,-2,1,Anti-Theft,2,Expert,2,Cold Res,-2,Guard,1,,,11625,Lunastra Mane,2,Fire Drgn Webbng,2,Fire Dragon Scl,3,Firestone,2,,,,
122,Empress Vest,CHEST,Male/Female,Gunner,10,5,5,23,59,6,1,2,0,-1,1,Anti-Theft,2,Expert,2,Cold Res,-2,Guard Up,1,,,11625,Lunastra Mane,2,Fire Drgn Webbng,2,Fire Dragon Scl,3,Firestone,2,,,,
123,Indra Vest,CHEST,Male/Female,Blademaster,3,6,5,48,112,-2,3,2,2,-2,1,Guard,3,Quake Res,2,Cooking,-2,,,,,13500,Gaoren Shell,2,Gaoren Spine,1,Daora Shell,1,Dragonite Ore,2,,,,
124,Steadfast Vest,CHEST,Male/Female,Gunner,3,6,5,24,60,0,5,3,3,-1,1,Recoil,2,Quake Res,2,Cooking,-2,Reload,-1,,,13500,Gaoren Shell,2,Gaoren Spine,1,Daora Shell,1,Dragonite Ore,2,,,,
125,Kaiser Mail,CHEST,Male/Female,Blademaster,3,6,5,48,112,5,-1,0,0,-2,0,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Mane,1,Fire Drgn Webbng,2,Firestone,3,ElderDragonBlood,1,,,,
126,Kaiser Vest,CHEST,Male/Female,Gunner,3,6,5,24,60,6,1,2,0,-1,0,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Mane,1,Fire Drgn Webbng,2,Firestone,3,ElderDragonBlood,1,,,,
127,(dummy) Amezari Mail,CHEST,Male/Female,Blademaster,6,4,5,32,106,3,0,-2,1,0,1,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
128,(dummy) Amezari Skin,CHEST,Male/Female,Gunner,6,4,5,15,57,3,0,0,1,1,1,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
129,Monodevil Mail,CHEST,Male/Female,Blademaster,10,4,5,34,106,2,-1,-2,-1,-1,1,Artisan,2,Potential,1,Protection,-3,Expert,1,,,5900,Wht Monoblos Hrn,2,Wht Monoblos Spn,3,Wht Monoblos Shl,3,Monoblos Heart,1,,,,
130,Monodevil Vest,CHEST,Male/Female,Gunner,10,4,5,16,56,4,2,0,0,0,1,Capacity,2,Potential,1,Protection,-3,Expert,1,,,5900,Wht Monoblos Hrn,2,Wht Monoblos Spn,3,Wht Monoblos Shl,3,Monoblos Heart,1,,,,
131,Rathian Heart Mail,CHEST,Male/Female,Blademaster,3,6,5,36,108,2,0,-2,0,-4,1,Recovery,2,Whim,1,Antiseptic,2,Sneak,-2,,,6400,Pnk Rathian Scl,3,Pnk Rathian Shl,2,Fire Wyvern Claw,3,Monster Bone+,1,,,,
132,Rathian Heart Vest,CHEST,Male/Female,Gunner,3,6,5,16,58,4,2,0,2,-2,1,Recovery,2,Whim,1,Antiseptic,2,Sneak,-2,,,6400,Pnk Rathian Scl,3,Pnk Rathian Shl,2,Fire Wyvern Claw,3,Monster Bone+,1,,,,
133,Rathalos Soul Mail,CHEST,Male/Female,Blademaster,3,6,5,38,108,2,-1,2,0,-4,1,Attack,3,HearProtct,2,Expert,1,Protection,-1,,,6900,Azure Rthlos Shl,3,Azure Rthlos Scl,2,Monster Fluid,3,Monster Bone+,2,,,,
134,Rathalos Soul Vest,CHEST,Male/Female,Gunner,3,6,5,18,58,4,2,5,1,-2,1,Attack,3,HearProtct,2,Expert,1,Protection,-1,,,6900,Azure Rthlos Shl,3,Azure Rthlos Scl,2,Monster Fluid,3,Monster Bone+,2,,,,
135,Mafumofu Jacket S,CHEST,Male/Female,Blademaster/Gunner,4,7,6,20,58,0,0,0,3,0,1,Cold Res,3,Protection,2,Heat Res,-2,,,,,1150,High Qualty Pelt,3,Blango Pelt+,3,Rainbow Insect,1,,,Normal Ticket,1,High Qualty Pelt,1
136,Leather Armor S,CHEST,Male/Female,Blademaster/Gunner,4,7,6,22,58,2,0,0,0,0,0,Gathering,5,Backpackng,4,,,,,,,1350,Carbalite Ore,2,Kelbi Hide,2,Dragonite Ore,3,Stout Bone,1,Hard Ticket,1,Blango Pelt+,1
137,Chain Mail S,CHEST,Male/Female,Blademaster/Gunner,4,7,6,24,58,2,2,-2,1,0,1,Health,2,Whim,2,Map,2,Paralysis,-1,,,1650,Carbalite Ore,3,Machalite Ore,6,Dragonite Ore,4,Velociprey Hide+,3,Hard Ticket,1,Carbalite Ore,1
138,Hunter's Mail S,CHEST,Male/Female,Blademaster,4,7,6,38,108,0,0,-4,0,0,1,PsychicVis,1,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,4,Ioprey Hide+,5,Rathalos Scale,2,Bulldrome Hide,2,Plus Class Tcket,1,Carbalite Ore,1
139,Hunter's Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,2,2,-2,2,0,1,PsychicVis,1,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,4,Ioprey Hide+,5,Rathalos Scale,2,Bulldrome Hide,2,Plus Class Tcket,1,Carbalite Ore,1
140,Bone Mail S,CHEST,Male/Female,Blademaster,4,7,6,44,108,2,2,-2,-2,-2,1,Anti-Theft,2,Horn,1,Cooking,2,Map,-2,,,7200,Stout Bone,1,Bulldrome Hide+,3,King Scarab,3,Wyvern Skull Shl,1,Plus Class Tcket,1,Bulldrome Hide+,2
141,Bone Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,5,5,0,-1,0,1,Anti-Theft,2,Fishing,1,Cooking,2,Map,-2,,,7200,Stout Bone,1,Bulldrome Hide+,3,King Scarab,3,Wyvern Skull Shl,1,Plus Class Tcket,1,Bulldrome Hide+,2
142,Battle Mail S,CHEST,Male/Female,Blademaster,4,7,6,46,108,2,-2,-2,-1,0,1,SwdShrpner,2,Attack,2,Guard,2,Stamina,-1,,,7500,Bulldrome Hide+,4,Genprey Scale+,2,Blango Pelt+,4,Dragonite Ore,4,Plus Class Tcket,1,Genprey Scale+,2
143,Battle Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,4,0,0,0,2,1,Reload,2,Attack,2,ClustS Add,2,Hunger,-1,,,7500,Bulldrome Hide+,4,Genprey Scale+,2,Blango Pelt+,4,Dragonite Ore,4,Plus Class Tcket,1,Genprey Scale+,2
144,Velociprey Mail S,CHEST,Male/Female,Blademaster,4,7,6,50,108,1,1,1,0,-1,1,Faint,3,SwdShrpner,2,Paralysis,-2,,,,,7800,Velociprey Scle+,4,Velociprey Hide+,6,Dragonite Ore,4,High Qualty Pelt,2,,,,
145,Velociprey Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,3,3,3,1,0,1,Faint,3,PelletS Up,2,Paralysis,-2,,,,,7800,Velociprey Scle+,4,Velociprey Hide+,6,Dragonite Ore,4,High Qualty Pelt,2,,,,
146,Vespoid Mail S,CHEST,Male/Female,Blademaster,4,7,6,50,108,-6,-5,2,-4,2,2,Paralysis,1,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,3,Vespoid Carapace,3,Vespoid Wing,2,Carpenterbug,10,,,,
147,Vespoid Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,-5,-4,5,-3,2,1,Paralysis,3,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,3,Vespoid Carapace,3,Vespoid Shell,5,Carpenterbug,10,,,,
148,Hi-Metal Mail S,CHEST,Male/Female,Blademaster,4,7,6,50,108,-2,-2,3,-1,0,2,Defense,2,Gunnery,1,All Resist,-2,,,,,7800,Carbalite Ore,5,Lightcrystal,1,Velociprey Hide+,3,Machalite Ore,12,,,,
149,Hi-Metal Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,0,0,5,0,0,1,Defense,2,Gunnery,3,All Resist,-2,,,,,7800,Carbalite Ore,5,Lightcrystal,1,Velociprey Hide+,3,Machalite Ore,12,,,,
150,Steel Mail S,CHEST,Male/Female,Blademaster,4,7,6,52,108,2,2,-2,0,0,1,Guard,5,Stamina,-2,,,,,,,8950,Novacrystal,1,Lightcrystal,2,Dragonite Ore,12,Rubbery Hide+,2,,,,
151,Hornet Mail S,CHEST,Male/Female,Blademaster,4,7,6,52,108,-6,-1,-5,-5,2,1,Dragon Res,3,Sharpness,2,Poison,-2,,,,,8800,HornetaurInnrWng,3,Hornetaur Crapce,3,Hornetaur Head,1,Carpenterbug,10,,,,
152,Hornet Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,-5,2,-3,-4,3,1,Dragon Res,3,PierceS Up,2,Poison,-2,,,,,8800,HornetaurInnrWng,3,Hornetaur Crapce,3,Hornetaur Head,1,Carpenterbug,10,,,,
153,Genprey Mail S,CHEST,Male/Female,Blademaster,4,7,6,52,108,2,-2,3,-2,-1,2,Paralysis,1,Spc Attack,2,Poison,-2,,,,,8800,Gendrome Tail,3,Genprey Scale+,4,Carbalite Ore,3,Bulldrome Hide,5,,,,
154,Genprey Vest S,CHEST,Male/Female,Gunner,4,7,6,26,58,4,0,5,0,0,1,Paralysis,3,Spc Attack,2,Poison,-2,,,,,8800,Gendrome Tail,3,Genprey Scale+,4,Carbalite Ore,3,Bulldrome Hide,5,,,,
155,Ioprey Mail S,CHEST,Male/Female,Blademaster,4,7,6,52,108,3,2,-2,1,-1,1,Poison,3,Defense,2,Faint,-2,,,,,8950,Ioprey Scale+,6,Ioprey Hide+,9,Carbalite Ore,4,Stout Bone,3,,,,
156,Ioprey Vest S,CHEST,Male/Female,Gunner,4,7,6,28,58,4,3,0,2,0,1,Poison,3,NormalS Up,2,Faint,-2,,,,,8950,Ioprey Scale+,6,Ioprey Hide+,9,Carbalite Ore,4,Stout Bone,3,,,,
157,Kut-Ku Mail S,CHEST,Male/Female,Blademaster,4,7,6,52,108,2,-2,0,-2,-1,2,Attack,1,Fire Res,2,Defense,-2,,,,,8950,Kut-Ku Scale+,2,Kut-Ku Carapace,3,Kut-Ku Webbing,1,Monster Bone+,3,,,,
158,Kut-Ku Vest S,CHEST,Male/Female,Gunner,4,7,6,28,58,5,1,3,-1,0,1,Attack,3,Fire Res,2,Defense,-2,,,,,8950,Kut-Ku Scale+,2,Kut-Ku Carapace,3,Kut-Ku Webbing,1,Monster Bone+,3,,,,
159,Cephalos Mail S,CHEST,Male/Female,Blademaster,4,7,6,54,108,-3,2,-4,2,0,2,Heat Res,1,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,4,Cephalos Fin+,5,Lightcrystal,2,Union Ore,3,,,,
160,Cephalos Vest S,CHEST,Male/Female,Gunner,4,7,6,28,58,-1,5,-2,3,1,1,Heat Res,3,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,4,Cephalos Fin+,5,Lightcrystal,2,Union Ore,3,,,,
161,Conga Mail S,CHEST,Male/Female,Blademaster,4,7,6,54,108,-3,2,2,-1,0,2,ElementAtk,2,Antiseptic,2,Sneak,-1,,,,,9000,Congalala Pelt+,3,Conga Pelt+,4,Brute Bone,6,King Scarab,3,,,,
162,Conga Vest S,CHEST,Male/Female,Gunner,4,7,6,28,58,-1,4,4,0,1,2,NormalS Up,2,Antiseptic,2,Sneak,-1,,,,,9000,Congalala Pelt+,3,Conga Pelt+,4,Brute Bone,6,King Scarab,3,,,,
163,Gypceros Mail S,CHEST,Male/Female,Blademaster,5,7,6,54,108,-4,1,4,1,0,2,Poison,1,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,5,Monster Broth,3,Antiseptic Stone,10,Gendrome Hide,3,,,,
164,Gypceros Vest S,CHEST,Male/Female,Gunner,5,7,6,28,58,-1,4,6,3,0,1,Poison,3,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,5,Monster Broth,3,Antiseptic Stone,10,Gendrome Hide,3,,,,
165,Khezu Mail S,CHEST,Male/Female,Blademaster,5,7,6,56,108,-3,3,4,1,0,2,Rec Speed,2,Wide Area,1,Faint,-2,,,,,9100,Pale Khezu Steak,1,Khezu Hide - Tan,3,Monster Broth,6,Lifepowder,3,,,,
166,Khezu Vest S,CHEST,Male/Female,Gunner,5,7,6,28,58,-1,5,6,2,0,2,Rec Speed,2,Wide Area,1,Faint,-2,,,,,9100,Pale Khezu Steak,1,Khezu Hide - Tan,3,Monster Broth,6,Lifepowder,3,,,,
167,Hermitaur Mail S,CHEST,Male/Female,Blademaster,4,7,6,56,108,-3,3,-4,0,1,1,Defense,2,Guard,2,Throw,2,Stamina,-1,,,9100,Hermitaur Carpce,3,Hermitaur Shell,2,King Scarab,3,Stout Bone,3,,,,
168,Hermitaur Vest S,CHEST,Male/Female,Gunner,4,7,6,28,58,-1,5,-2,1,2,1,Defense,2,Reload,2,Crag S Add,1,All Resist,-2,,,9100,Hermitaur Carpce,3,Hermitaur Shell,2,King Scarab,3,Stout Bone,3,,,,
169,Hypno Mail S,CHEST,Male/Female,Blademaster,7,7,6,56,108,-2,2,0,1,1,3,Sleep,1,Stamina,1,Hunger,-1,,,,,9100,OrangeHypnoPelt,3,Top-GrdHypnoClaw,2,RainbowTailFeath,5,Hypno Bezoar,1,,,,
170,Hypno Vest S,CHEST,Male/Female,Gunner,7,7,6,28,58,0,4,2,3,2,3,Sleep,1,Stamina,1,Hunger,-1,,,,,9100,OrangeHypnoPelt,3,Top-GrdHypnoClaw,2,RainbowTailFeath,5,Hypno Bezoar,1,,,,
171,Basarios Mail S,CHEST,Male/Female,Blademaster,5,7,6,56,108,0,2,2,1,-2,1,Defense,2,Poison,2,Sleep,1,Dragon Res,-2,,,9100,Basarios Carpace,5,Firestone,1,Toxin Sac,3,Dragonite Ore,10,,,,
172,Basarios Vest S,CHEST,Male/Female,Gunner,5,7,6,28,58,2,4,4,2,0,1,Defense,2,Poison,2,Sleep,1,Dragon Res,-2,,,9100,Basarios Carpace,5,Firestone,1,Toxin Sac,3,Dragonite Ore,10,,,,
173,Plesioth Mail S,CHEST,Male/Female,Blademaster,5,8,6,58,108,-4,4,-4,2,0,1,Stamina,1,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Fin+,3,Plesioth Scale+,2,Cephalos Scale+,2,King Scarab,3,,,,
174,Plesioth Vest S,CHEST,Male/Female,Gunner,5,8,6,30,58,-2,6,-2,3,1,1,Stamina,1,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Fin+,3,Plesioth Scale+,2,Cephalos Scale+,2,King Scarab,3,,,,
175,Monoblos Mail S,CHEST,Male/Female,Blademaster,10,8,6,60,108,2,-1,-2,-1,-1,2,Attack,2,Potential,2,Protection,-1,,,,,9900,MonoblosThoracic,3,Top-GrdRedHorn,1,MonoblosCarapace,3,Monoblos Heart,1,,,,
176,Monoblos Vest S,CHEST,Male/Female,Gunner,10,8,6,30,58,4,2,0,0,0,2,Attack,2,Potential,2,Protection,-1,,,,,9900,MonoblosThoracic,3,Top-GrdRedHorn,1,MonoblosCarapace,3,Monoblos Heart,1,,,,
177,Garuga Mail S,CHEST,Male/Female,Blademaster,8,8,6,60,108,2,0,2,0,0,2,HearProtct,2,Gathering,-2,Expert,1,,,,,9900,Garuga Scale+,4,Garuga Carapace,4,Garuga Wing,4,Gendrome Tail,2,,,,
178,Garuga Vest S,CHEST,Male/Female,Gunner,8,8,6,30,58,3,2,3,1,0,2,HearProtct,2,Gathering,-2,Expert,1,,,,,9900,Garuga Scale+,4,Garuga Carapace,4,Garuga Wing,4,Gendrome Tail,2,,,,
179,Blango Mail S,CHEST,Male/Female,Blademaster,5,8,6,60,108,-4,2,0,3,1,1,Cold Res,2,Snow Res,2,Attack,2,Heat Res,-1,,,9900,Blangonga Pelt+,3,Kirin Mane,2,Giaprey Hide+,3,Velociprey Hide+,3,,,,
180,Blango Vest S,CHEST,Male/Female,Gunner,5,8,6,30,58,-3,4,1,5,2,1,Cold Res,2,Snow Res,2,Attack,2,Heat Res,-1,,,9900,Blangonga Pelt+,3,Kirin Mane,2,Giaprey Hide+,3,Velociprey Hide+,3,,,,
181,Ceanataur Mail S,CHEST,Male/Female,Blademaster,5,8,6,61,109,1,2,-1,-1,0,1,Artisan,2,Attack,2,SwdShrpner,1,Defense,-2,,,10050,Ceanataur Carpce,3,Sm Ceanataur Shl,6,Carbalite Ore,4,Rare Scarab,4,,,,
182,Ceanataur Vest S,CHEST,Male/Female,Gunner,5,8,6,30,58,2,4,0,0,2,1,PierceS Up,2,PierceSAdd,3,Defense,-2,,,,,10050,Ceanataur Carpce,3,Sm Ceanataur Shl,6,Carbalite Ore,4,Rare Scarab,4,,,,
183,Rathian Mail S,CHEST,Male/Female,Blademaster,5,9,6,62,110,2,0,-2,0,-4,1,Health,4,Poison,2,Faint,-1,,,,,10250,Rathian Ruby,1,Rathian Scale+,3,Rathian Spike,2,Novacrystal,1,,,,
184,Rathian Vest S,CHEST,Male/Female,Gunner,5,9,6,30,60,4,2,0,2,-2,1,Health,4,Poison,2,Faint,-1,,,,,10250,Rathian Ruby,1,Rathian Scale+,3,Rathian Spike,2,Novacrystal,1,,,,
185,Narga Mail S,CHEST,Male/Female,Blademaster,8,9,6,62,110,-4,3,-3,2,0,1,Evade Dist,2,Constitutn,3,Attack,-2,,,,,10250,Black Narga Pelt,3,Narga Scale+,2,Nargacuga Fang+,4,Union Ore,4,,,,
186,Narga Vest S,CHEST,Male/Female,Gunner,8,9,6,30,60,-2,4,-1,3,1,1,Evade Dist,2,Constitutn,3,Attack,-2,,,,,10250,Black Narga Pelt,3,Narga Scale+,2,Nargacuga Fang+,4,Union Ore,4,,,,
187,Tigrex Mail S,CHEST,Male/Female,Blademaster,6,9,6,64,110,3,2,-2,3,-1,1,Cooking,2,HearProtct,2,Protection,-2,PsychicVis,1,,,10750,Tigrex Carapace,3,Tigrex Fang+,2,Tigrex Claw+,3,Hrd Monster Bone,2,,,,
188,Tigrex Vest S,CHEST,Male/Female,Gunner,6,9,6,30,60,4,3,-1,4,0,1,Cooking,2,HearProtct,2,Protection,-2,PsychicVis,1,,,10750,Tigrex Carapace,3,Tigrex Fang+,2,Tigrex Claw+,3,Hrd Monster Bone,2,,,,
189,Rathalos Mail S,CHEST,Male/Female,Blademaster,5,9,6,64,110,2,-1,2,-3,-4,1,Attack,4,Rec Speed,1,Faint,-2,,,,,10750,Rathalos Scale+,3,Rathalos Carpace,3,Hrd Monster Bone,2,Novacrystal,1,,,,
190,Rathalos Vest S,CHEST,Male/Female,Gunner,5,9,6,30,60,4,0,5,-1,-2,1,Attack,4,Rec Speed,1,Faint,-2,,,,,10750,Rathalos Scale+,3,Rathalos Carpace,3,Hrd Monster Bone,2,Novacrystal,1,,,,
191,Diablo Mail S,CHEST,Male/Female,Blademaster,6,9,6,64,110,3,-1,1,-2,0,1,WindPress,2,Expert,3,Health,-2,,,,,10750,Diablos Thoracic,1,Majestic Horn,1,Diablos Carapace,2,Hrd Monster Bone,2,,,,
192,Diablo Vest S,CHEST,Male/Female,Gunner,6,9,6,30,60,5,2,4,-1,0,1,WindPress,2,Expert,3,Health,-2,,,,,10750,Diablos Thoracic,1,Majestic Horn,1,Diablos Carapace,2,Hrd Monster Bone,2,,,,
193,Gravios Mail S,CHEST,Male/Female,Blademaster,6,9,6,64,110,2,-2,2,0,-2,2,Guard,2,Defense,1,Stamina,-2,,,,,10750,Gravios Carapace,5,Gravios Shell,2,Monster Bone+,2,Firestone,2,,,,
194,Gravios Vest S,CHEST,Male/Female,Gunner,6,9,6,30,60,4,1,3,1,0,2,Recoil,2,Defense,1,Stamina,-2,,,,,10750,Gravios Carapace,5,Gravios Shell,2,Monster Bone+,2,Firestone,2,,,,
195,Leather Armor U,CHEST,Male/Female,Blademaster/Gunner,4,7,7,20,58,2,0,0,0,0,2,Gathering,2,Alchemy,2,Sneak,-1,,,,,1350,Giaprey Hide+,4,Iron Ore,6,High Qualty Pelt,2,Bulldrome Hide+,2,,,,
196,Chain Mail U,CHEST,Male/Female,Blademaster/Gunner,4,7,7,22,58,2,2,-2,1,0,2,Whim,2,Backpackng,2,Map,-1,,,,,1650,Carbalite Ore,2,Rainbow Ore,2,Dragonite Ore,4,Genprey Hide+,3,,,,
197,Hunter's Mail U,CHEST,Male/Female,Blademaster,4,7,7,36,108,0,0,-4,0,0,2,PsychicVis,1,BombStrUp,2,Sleep,-2,,,,,5350,King Scarab,4,Carbalite Ore,2,Rathalos Scale,2,Black Blos Shell,3,,,,
198,Hunter's Vest U,CHEST,Male/Female,Gunner,4,7,7,24,58,2,2,-2,2,0,2,PsychicVis,1,Crag S Add,2,Sleep,-2,,,,,5350,King Scarab,4,Carbalite Ore,2,Rathalos Scale,2,Black Blos Shell,3,,,,
199,Bone Mail U,CHEST,Male/Female,Blademaster,4,7,7,42,108,2,2,-2,-2,-2,2,Anti-Theft,2,Horn,1,Fatigue,1,Guard,-1,,,7200,Ioprey Hide+,4,Wyvern Skull Shl,1,Bulldrome Hide,4,Brute Bone,10,,,,
200,Bone Vest U,CHEST,Male/Female,Gunner,4,7,7,24,58,5,5,0,-1,0,1,Anti-Theft,2,Fatigue,3,Precision,-2,,,,,7200,Ioprey Hide+,4,Wyvern Skull Shl,1,Bulldrome Hide,4,Brute Bone,10,,,,
201,Battle Mail U,CHEST,Male/Female,Blademaster,4,7,7,44,108,2,-2,-2,-1,0,2,Guard,2,Defense,1,Stamina,-2,,,,,7500,Bulldrome Hide+,4,Remobra Skin,3,Carbalite Ore,4,Rainbow Ore,5,,,,
202,Battle Vest U,CHEST,Male/Female,Gunner,4,7,7,24,58,4,0,0,0,2,2,Reload,2,Defense,1,All Resist,-2,,,,,7500,Bulldrome Hide+,4,Remobra Skin,3,Carbalite Ore,4,Rainbow Ore,5,,,,
203,Giaprey Mail U,CHEST,Male/Female,Blademaster,4,7,7,44,108,0,1,1,3,-1,2,Snow Res,1,Evade,2,Fire Res,-2,,,,,7500,Giaprey Scale+,4,Giaprey Hide+,3,Black Blos Shell,2,Carpenterbug,10,,,,
204,Giaprey Vest U,CHEST,Male/Female,Gunner,4,7,7,24,58,1,3,3,4,0,2,Snow Res,1,Evade,2,Fire Res,-2,,,,,7500,Giaprey Scale+,4,Giaprey Hide+,3,Black Blos Shell,2,Carpenterbug,10,,,,
205,Vespoid Mail U,CHEST,Male/Female,Blademaster,4,7,7,48,108,-6,-5,2,-4,2,2,Sleep,2,Spc Attack,2,Water Res,-1,,,,,7800,Vespoid InnrWng,3,Vespoid Carapace,3,Rainbow Insect,2,Sleep Sac,4,,,,
