id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
100,Remobra Face,HEAD,Male/Female,Blademaster/Gunner,1,4,5,24,58,0,-1,-1,-1,-1,0,Artisan,1,PierceS Up,1,Stamina,3,All Resist,-2,Poison,4,1650,Remobra Skull,1,FireWyvern Fluid,3,Monster Fluid,2,Lightcrystal,2,,,,
101,Melahoa Flower Hat,HEAD,Male/Female,Blademaster/Gunner,1,2,5,20,106,0,1,1,0,0,1,Gathering,3,HiSpdGathr,2,Stamina,1,Hunger,-1,Recovery,2,1150,Dosbiscus,1,Killer Beetle,1,Sunset Herb,10,Cactus Flower,5,,,,
102,Melahoa Bloom,HEAD,Male/Female,Blademaster/Gunner,1,2,5,10,56,0,2,1,0,0,1,Gathering,3,HiSpdGathr,2,Stamina,1,Hunger,-1,Recovery,2,1150,Dosbiscus,1,Killer Beetle,1,Sunset Herb,10,Cactus Flower,5,,,,
103,Makluva Hood,HEAD,Male/Female,Blademaster/Gunner,1,2,5,28,106,0,2,-2,0,0,1,Alchemy,2,MixSucRate,3,Fishing,2,Spc Attack,2,,,2350,Cephalos Fin,2,Springnight Carp,2,Pin Tuna,30,Book of Combos 1,1,,,,
104,Makluva Gills,HEAD,Male/Female,Blademaster/Gunner,1,2,5,16,56,0,3,-1,0,0,1,Alchemy,2,MixSucRate,3,Fishing,2,Spc Attack,2,,,2350,Cephalos Fin,2,Springnight Carp,2,Pin Tuna,30,Book of Combos 1,1,,,,
105,Hypno Helm,HEAD,Male/Female,Blademaster/Gunner,7,10,5,32,106,-2,2,0,1,1,0,Sleep,2,Tranquilzr,2,Perceive,5,Sneak,-2,,,3350,Hypno Ticket,1,OrangeHypnoPelt+,3,Hypno Fang,1,Sleepyfish,5,,,,
106,Hypno Cap,HEAD,Male/Female,Blademaster/Gunner,7,10,5,16,56,0,4,2,3,2,0,SleepCAdd,2,Tranquilzr,2,Perceive,5,Sneak,-2,,,3350,Hypno Ticket,1,OrangeHypnoPelt+,3,Hypno Claw+,2,Sleep Herb,10,,,,
107,Obituary Testa,HEAD,Male,Blademaster/Gunner,1,4,5,32,106,3,-5,3,-4,2,1,Evade,3,Spc Attack,2,Backpackng,2,Cold Res,-2,,,3350,Great Hornfly,1,Hercudrome,2,Thunderbug,3,Flame Sac,2,,,,
108,Butterfly Testa,HEAD,Female,Blademaster/Gunner,1,4,5,32,106,3,-5,3,-4,2,1,Evade,3,Spc Attack,2,Backpackng,2,Cold Res,-2,,,3350,Great Hornfly,1,Hercudrome,2,Thunderbug,3,Flame Sac,2,,,,
109,Obituary Caput,HEAD,Male,Blademaster/Gunner,1,4,5,16,56,4,-4,5,-3,2,2,Evade,2,Spc Attack,2,Backpackng,2,Cold Res,-1,,,3350,Great Hornfly,1,Hercudrome,2,Thunderbug,3,Flame Sac,2,,,,
110,Butterfly Caput,HEAD,Female,Blademaster/Gunner,1,4,5,16,56,4,-4,5,-3,2,2,Evade,2,Spc Attack,2,Backpackng,2,Cold Res,-1,,,3350,Great Hornfly,1,Hercudrome,2,Thunderbug,3,Flame Sac,2,,,,
111,Black Head,HEAD,Male/Female,Blademaster/Gunner,10,5,5,36,106,0,2,2,2,-5,2,,,,,,,,,,,11111,Dark Stone,1,Dark Piece,2,Ancient Potion,1,Lightcrystal,1,,,,
112,Black Face,HEAD,Male/Female,Blademaster/Gunner,10,5,5,18,56,2,4,4,3,-2,2,,,,,,,,,,,11111,Dark Stone,1,Dark Piece,2,Ancient Potion,1,Lightcrystal,1,,,,
113,Death Stench Brain,HEAD,Male/Female,Blademaster/Gunner,3,4,5,40,108,2,1,1,-1,0,2,Fencing,2,Sneak,2,Health,-3,,,,,5800,Sinister Cloth,2,Striped Skin,2,Blos Fang,3,Eldr Dragon Bone,1,,,,
114,Death Stench Soul,HEAD,Male/Female,Blademaster/Gunner,3,4,5,20,58,3,2,2,0,1,2,AutoReload,2,Crag S Add,2,Health,-3,,,,,5800,Sinister Cloth,2,Striped Skin,2,Blos Fang,3,Eldr Dragon Bone,1,,,,
115,Lava Helm,HEAD,Male/Female,Blademaster/Gunner,7,10,5,40,108,4,-3,0,0,1,1,Terrain,3,Rec Speed,2,Guard,2,Faint,-2,,,5800,Lavasioth Ticket,1,ThckLavasiothScl,3,SpecLavasioFin+,1,Monster Fluid,3,,,,
116,Lava Cap,HEAD,Male/Female,Blademaster/Gunner,7,10,5,20,58,5,-1,2,2,2,1,Terrain,3,Rec Speed,2,Recoil,2,Faint,-2,,,5800,Lavasioth Ticket,1,ThckLavasiothScl,3,SpecLavasioFin+,1,Monster Fluid,3,,,,
117,Mizuha Cap,HEAD,Male/Female,Blademaster/Gunner,3,5,5,40,108,-4,3,0,4,-1,1,WindPress,4,HearProtct,2,Terrain,-3,,,,,9000,Chameleos Hide,3,ChameleosWebbing,1,Rathian Plate,1,,,,,,
118,Extravagant Cap,HEAD,Male/Female,Blademaster/Gunner,3,5,5,20,58,-3,4,1,5,0,1,WindPress,4,HearProtct,2,Terrain,-3,,,,,9000,Chameleos Hide,3,ChameleosWebbing,1,Rathian Plate,1,,,,,,
119,Kushala Glare,HEAD,Male/Female,Blademaster/Gunner,3,4,5,42,108,0,2,-2,4,-3,1,ShortCharg,3,Terrain,2,Poison,-2,Fire Res,2,,,9300,Daora Horn,1,Daora Shell,2,Dragonite Ore,4,,,,,,
120,Kushala Snarl,HEAD,Male/Female,Blademaster/Gunner,3,4,5,21,59,2,3,-2,5,-2,1,ShortCharg,3,Terrain,2,Poison,-2,Fire Res,2,,,9300,Daora Horn,1,Daora Shell,2,Dragonite Ore,4,,,,,,
121,Kirin Horn,HEAD,Male/Female,Blademaster/Gunner,3,5,5,44,108,0,2,4,0,-1,1,All Resist,3,ElementAtk,2,Everlastng,-2,PsychicVis,2,,,9800,Kirin Hide,1,Kirin Horn,1,Kirin Mane,3,Rubbery Hide,2,,,,
122,Kirin Crest,HEAD,Male/Female,Blademaster/Gunner,3,5,5,22,58,1,4,6,1,0,1,All Resist,3,ElementAtk,2,Everlastng,-2,PsychicVis,2,,,9800,Kirin Hide,1,Kirin Horn,1,Kirin Mane,3,Rubbery Hide,2,,,,
123,Guardian Spirit Mask,HEAD,Male/Female,Blademaster/Gunner,3,6,5,44,110,2,2,0,-2,-2,2,Fencing,2,All Resist,2,Protection,1,Potential,-2,,,9800,Dragonmoss,3,Dragonwood,1,Rathalos Plate,1,Pokke Ticket,1,,,,
124,Carnage Mask,HEAD,Male/Female,Blademaster/Gunner,3,6,5,22,58,3,4,2,-1,-1,2,Capacity,2,All Resist,2,Protection,1,Potential,-2,,,9800,Dragonmoss,3,Dragonwood,1,Rathalos Plate,1,Pokke Ticket,1,,,,
125,Auroros Helm,HEAD,Male,Blademaster/Gunner,3,6,5,44,110,-2,2,0,2,-4,1,Rec Speed,2,Guard,3,PsychicVis,3,Stamina,-1,,,9800,Lao-Shan's Scale,5,Lao-Shan's Horn,1,Majestic Horn,1,Commendation,1,,,,
126,Borealis Crown,HEAD,Female,Blademaster/Gunner,3,6,5,44,110,-2,2,0,2,-4,1,Rec Speed,2,Guard,3,PsychicVis,3,Stamina,-1,,,9800,Lao-Shan's Scale,5,Lao-Shan's Horn,1,Majestic Horn,1,Commendation,1,,,,
127,Genesis Headpiece,HEAD,Male,Blademaster/Gunner,3,6,5,22,58,1,3,2,3,-2,2,Rec Speed,2,Reload,3,NormalSAdd,1,Hunger,-1,,,9800,Lao-Shan's Scale,5,Lao-Shan's Horn,1,Majestic Horn,1,Commendation,1,,,,
128,Glyph Crown,HEAD,Female,Blademaster/Gunner,3,6,5,22,58,1,3,2,3,-2,2,Rec Speed,2,Reload,3,NormalSAdd,1,Hunger,-1,,,9800,Lao-Shan's Scale,5,Lao-Shan's Horn,1,Majestic Horn,1,Commendation,1,,,,
129,Empress Crown,HEAD,Male/Female,Blademaster/Gunner,10,5,5,46,110,5,-1,0,0,-2,2,Anti-Theft,2,Expert,2,Cold Res,-2,Guard,1,,,11625,Lunastra Mane,2,Fire Drgn Webbng,2,ElderDragonBlood,1,Firestone,3,,,,
130,Empress Mask,HEAD,Male/Female,Blademaster/Gunner,10,5,5,23,59,6,1,2,0,-1,1,Anti-Theft,1,Expert,1,Cold Res,-2,Guard Up,5,,,11625,Lunastra Mane,2,Fire Drgn Webbng,2,ElderDragonBlood,1,Firestone,3,,,,
131,Indra Helm,HEAD,Male/Female,Blademaster/Gunner,3,6,5,48,112,-2,3,2,2,-2,1,Guard,3,Quake Res,2,Cooking,-2,Fate,2,,,13500,Gaoren Shell,2,Gaoren Spine,1,Rathalos Plate,1,,,,,,
132,Steadfast Helm,HEAD,Male/Female,Blademaster/Gunner,3,6,5,24,60,0,5,3,3,-1,1,Recoil,2,Quake Res,2,Cooking,-2,Reload,-1,Fate,2,13500,Gaoren Shell,2,Gaoren Spine,1,Rathalos Plate,1,,,,,,
133,Kaiser Crown,HEAD,Male/Female,Blademaster/Gunner,3,6,5,48,112,5,-1,0,0,-2,1,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Horn,2,Fire Dragon Scl,3,Rathalos Plate,1,,,,,,
134,Kaiser Mask,HEAD,Male/Female,Blademaster/Gunner,3,6,5,24,60,6,1,2,0,-1,1,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Horn,2,Fire Dragon Scl,3,Rathalos Plate,1,,,,,,
135,(dummy) Amezari Head,HEAD,Male/Female,Blademaster/Gunner,6,5,5,32,106,3,0,-2,1,0,2,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
136,(dummy) Amezari Cap,HEAD,Male/Female,Blademaster/Gunner,6,5,5,15,57,3,0,0,1,1,2,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
137,Monodevil Helm,HEAD,Male/Female,Blademaster/Gunner,10,4,5,34,106,2,-1,-2,-1,-1,1,Artisan,1,Potential,4,Protection,-2,Expert,2,,,5900,Wht Monoblos Hrn,1,Wht Monoblos Spn,2,Wht Monoblos Shl,4,Firestone,1,,,,
138,Monodevil Cap,HEAD,Male/Female,Blademaster/Gunner,10,4,5,16,56,4,2,0,0,0,1,Capacity,1,Potential,4,Protection,-2,Expert,2,,,5900,Wht Monoblos Hrn,1,Wht Monoblos Spn,2,Wht Monoblos Shl,4,Firestone,1,,,,
139,Rathian Heart Helm,HEAD,Male/Female,Blademaster/Gunner,3,6,5,36,108,2,0,-2,0,-4,1,Recovery,2,Whim,3,Antiseptic,2,Sneak,-2,,,6400,Pnk Rathian Shl,2,Pnk Rathian Scl,3,Rathian Spike,1,Machalite Ore,2,,,,
140,Rathian Heart Cap,HEAD,Male/Female,Blademaster/Gunner,3,6,5,16,58,4,2,0,2,-2,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,6400,Pnk Rathian Shl,2,Pnk Rathian Scl,3,Rathian Spike,1,Machalite Ore,2,,,,
141,Rathalos Soul Helm,HEAD,Male/Female,Blademaster/Gunner,3,6,5,38,108,2,-1,2,0,-4,1,Attack,3,HearProtct,3,Expert,1,Protection,-2,,,6900,Azur Rthlos Wing,1,Azure Rthlos Scl,3,Azure Rthlos Shl,2,Dragonite Ore,2,,,,
142,Rathalos Soul Cap,HEAD,Male/Female,Blademaster/Gunner,3,6,5,18,58,4,2,5,1,-2,2,Attack,3,HearProtct,2,Expert,1,Protection,-1,,,6900,Azur Rthlos Wing,1,Azure Rthlos Scl,3,Azure Rthlos Shl,2,Dragonite Ore,2,,,,
143,Mafumofu Hood S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,20,58,0,0,0,3,0,2,Cold Res,3,Protection,2,Heat Res,-2,,,,,1150,High Qualty Pelt,2,Blango Pelt+,2,Rainbow Insect,1,Bulldrome Hide+,1,Normal Ticket,1,High Qualty Pelt,1
144,Leather Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,22,58,2,0,0,0,0,0,Shot Mix,10,Cooking,-1,,,,,,,1350,Carbalite Ore,1,Machalite Ore,6,Dragonite Ore,2,High Qualty Pelt,1,Hard Ticket,1,Blango Pelt+,1
145,Chain Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,24,58,2,2,-2,1,0,2,Health,2,Whim,2,Map,2,Paralysis,-1,,,1650,Carbalite Ore,4,Machalite Ore,15,,,,,Hard Ticket,1,Carbalite Ore,1
146,Hunter's Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,38,108,0,0,-4,0,0,1,PsychicVis,3,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,2,Machalite Ore,10,Monster Bone+,3,High Qualty Pelt,2,Plus Class Tcket,1,High Qualty Pelt,1
147,Hunter's Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,2,2,-2,2,0,2,PsychicVis,1,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,2,Machalite Ore,10,Monster Bone+,3,High Qualty Pelt,2,Plus Class Tcket,1,High Qualty Pelt,1
148,Bone Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,44,108,2,2,-2,-2,-2,2,Anti-Theft,2,Horn,1,Cooking,2,Map,-2,,,7200,King Scarab,2,Master's Skull,1,Blango Pelt+,3,Stout Bone,1,Plus Class Tcket,1,Blango Pelt+,2
149,Bone Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,5,5,0,-1,0,2,Anti-Theft,2,Fishing,1,Cooking,2,Map,-2,,,7200,King Scarab,2,Master's Skull,1,Blango Pelt+,3,Stout Bone,1,Plus Class Tcket,1,Blango Pelt+,2
150,Battle Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,46,108,2,-2,-2,-1,0,2,SwdShrpner,2,Attack,1,Guard,2,Stamina,-2,,,7500,Bulldrome Hide+,2,Rathian Scale,3,King Scarab,4,Dragonite Ore,3,Plus Class Tcket,1,King Scarab,4
151,Battle Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,4,0,0,0,2,2,Reload,2,Attack,1,ClustS Add,2,Hunger,-2,,,7500,Bulldrome Hide+,2,Rathian Scale,3,King Scarab,4,Dragonite Ore,3,Plus Class Tcket,1,King Scarab,4
152,Velociprey Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,50,108,1,1,1,0,-1,2,Faint,3,SwdShrpner,2,Paralysis,-2,,,,,7800,Velociprey Scle+,2,Velociprey Hide+,3,Carbalite Ore,3,,,,,,
153,Velociprey Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,3,3,3,1,0,2,Faint,3,PelletS Up,2,Paralysis,-2,,,,,7800,Velociprey Scle+,2,Velociprey Hide+,3,Carbalite Ore,3,,,,,,
154,Vespoid Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,50,108,-6,-5,2,-4,2,1,Paralysis,5,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,1,Vespoid Carapace,4,Vespoid Wing,2,Monster Broth,1,,,,
155,Vespoid Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,-5,-4,5,-3,2,2,Paralysis,3,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,1,Vespoid Carapace,4,Vespoid Shell,5,Monster Broth,1,,,,
156,Hi-Metal Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,50,108,-2,-2,3,-1,0,1,Defense,2,Gunnery,5,All Resist,-2,,,,,7800,Novacrystal,1,Carbalite Ore,3,King Scarab,2,DaoraDragonScale,2,,,,
157,Hi-Metal Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,0,0,5,0,0,2,Defense,2,Gunnery,3,All Resist,-2,,,,,7800,Novacrystal,1,Carbalite Ore,3,King Scarab,2,DaoraDragonScale,2,,,,
158,Hornet Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,52,108,-6,-1,-5,-5,2,2,Dragon Res,3,Sharpness,2,Poison,-2,,,,,8800,HornetaurInnrWng,1,Hornetaur Crapce,4,Hornetaur Shell,4,Monster Broth,1,,,,
159,Hornet Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,-5,2,-3,-4,3,1,Dragon Res,3,PierceS Up,2,Poison,-3,Precision,1,,,8800,HornetaurInnrWng,1,Hornetaur Crapce,4,Hornetaur Shell,4,Monster Broth,1,,,,
160,Genprey Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,52,108,2,-2,3,-2,-1,1,Paralysis,5,Spc Attack,2,Poison,-2,,,,,8800,Genprey Scale+,4,Genprey Hide+,6,Carbalite Ore,5,Paralysis Sac,3,,,,
161,Genprey Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,26,58,4,0,5,0,0,2,Paralysis,3,Spc Attack,2,Poison,-2,,,,,8800,Genprey Scale+,4,Genprey Hide+,6,Carbalite Ore,5,Paralysis Sac,3,,,,
162,Ioprey Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,52,108,3,2,-2,1,-1,2,Poison,3,Defense,2,Faint,-2,,,,,8950,Ioprey Scale+,4,Ioprey Hide+,6,Carbalite Ore,6,Toxin Sac,3,,,,
163,Ioprey Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,28,58,4,3,0,2,0,2,Poison,3,NormalS Up,2,Faint,-2,,,,,8950,Ioprey Scale+,4,Ioprey Hide+,6,Carbalite Ore,6,Toxin Sac,3,,,,
164,Kut-Ku Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,52,108,2,-2,0,-2,-1,1,Attack,5,Fire Res,2,Defense,-2,,,,,8950,Long Kut-Ku Ear,1,Kut-Ku Carapace,2,Kut-Ku Webbing,1,Conga Pelt+,4,,,,
165,Kut-Ku Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,28,58,5,1,3,-1,0,2,Attack,3,Fire Res,2,Defense,-2,,,,,8950,Long Kut-Ku Ear,1,Kut-Ku Carapace,2,Kut-Ku Webbing,1,Conga Pelt+,4,,,,
166,Cephalos Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,54,108,-3,2,-4,2,0,1,Heat Res,5,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,5,Cephalos Fin+,2,Machalite Ore,10,Disk Stone,20,,,,
167,Cephalos Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,28,58,-1,5,-2,3,1,2,Heat Res,3,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,5,Cephalos Fin+,2,Machalite Ore,10,Disk Stone,20,,,,
168,Conga Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,54,108,-3,2,2,-1,0,1,ElementAtk,2,Antiseptic,2,Sneak,-2,Gluttony,3,,,9000,Congalala Pelt+,2,Vibrant Pelt,1,Congalala Claw+,2,King Scarab,2,,,,
169,Conga Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,28,58,-1,4,4,0,1,1,NormalS Up,2,Antiseptic,2,Sneak,-2,Gluttony,3,,,9000,Congalala Pelt+,2,Vibrant Pelt,1,Congalala Claw+,2,King Scarab,2,,,,
170,Gypceros Helm S,HEAD,Male/Female,Blademaster/Gunner,5,7,6,54,108,-4,1,4,1,0,1,Poison,5,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,4,Gypceros Head,1,Antiseptic Stone,8,Gendrome Tail,2,,,,
171,Gypceros Cap S,HEAD,Male/Female,Blademaster/Gunner,5,7,6,28,58,-1,4,6,3,0,2,Poison,3,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,4,Gypceros Head,1,Antiseptic Stone,8,Gendrome Tail,2,,,,
172,Khezu Helm S,HEAD,Male/Female,Blademaster/Gunner,5,7,6,56,108,-3,3,4,1,0,1,Rec Speed,5,Wide Area,2,Faint,-2,,,,,9100,Khezu Hide - Tan,2,Hrd Monster Bone,1,Dragonite Ore,8,Monster Broth,3,,,,
173,Khezu Cap S,HEAD,Male/Female,Blademaster/Gunner,5,7,6,28,58,-1,5,6,2,0,2,Rec Speed,3,Wide Area,2,Faint,-2,,,,,9100,Khezu Hide - Tan,2,Hrd Monster Bone,1,Dragonite Ore,8,Monster Broth,3,,,,
174,Hermitaur Helm S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,56,108,-3,3,-4,0,1,2,Defense,2,Guard,2,Throw,2,Stamina,-1,,,9100,Hermitaur Claw+,1,Hermitaur Carpce,2,Carbalite Ore,3,Wyvern Skull Shl,1,,,,
175,Hermitaur Cap S,HEAD,Male/Female,Blademaster/Gunner,4,7,6,28,58,-1,5,-2,1,2,2,Defense,2,Reload,3,All Resist,-2,,,,,9100,Hermitaur Claw+,1,Hermitaur Carpce,2,Carbalite Ore,3,Wyvern Skull Shl,1,,,,
176,Hypno Helm S,HEAD,Male/Female,Blademaster/Gunner,7,7,6,56,108,-2,2,0,1,1,1,Sleep,5,Stamina,2,Hunger,-2,,,,,9100,OrangeHypnoPelt,2,RainbowTailFeath,3,Hypno Beak,3,Wyvern Fang,4,,,,
177,Hypno Cap S,HEAD,Male/Female,Blademaster/Gunner,7,7,6,28,58,0,4,2,3,2,2,Sleep,1,Stamina,3,Hunger,-3,,,,,9100,OrangeHypnoPelt,2,RainbowTailFeath,3,Hypno Beak,3,Wyvern Fang,4,,,,
178,Basarios Helm S,HEAD,Male/Female,Blademaster/Gunner,5,7,6,56,108,0,2,2,1,-2,1,Defense,2,Poison,2,Sleep,3,Dragon Res,-2,,,9100,Basarios Tears,1,Basarios Carpace,3,Kut-Ku Scale+,2,Knife Mackerel,10,,,,
179,Basarios Cap S,HEAD,Male/Female,Blademaster/Gunner,5,7,6,28,58,2,4,4,2,0,2,Defense,2,Poison,2,Sleep,1,Dragon Res,-2,,,9100,Basarios Tears,1,Basarios Carpace,3,Blue Kut-Ku Scl+,2,Knife Mackerel,10,,,,
180,Plesioth Helm S,HEAD,Male/Female,Blademaster/Gunner,5,8,6,58,108,-4,4,-4,2,0,2,Stamina,1,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Scale+,3,Plesioth Fin+,2,Monster Broth,2,Cephalos Scale+,2,,,,
181,Plesioth Cap S,HEAD,Male/Female,Blademaster/Gunner,5,8,6,30,58,-2,6,-2,3,1,2,Stamina,1,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Scale+,3,Plesioth Fin+,2,Monster Broth,2,Cephalos Scale+,2,,,,
182,Monoblos Helm S,HEAD,Male/Female,Blademaster/Gunner,10,8,6,60,108,2,-1,-2,-1,-1,1,Attack,6,Potential,2,Protection,-1,,,,,9900,MonoblosThoracic,2,Top-GrdRedHorn,1,MonoblosCarapace,4,Firecell Stone,1,,,,
183,Monoblos Cap S,HEAD,Male/Female,Blademaster/Gunner,10,8,6,30,58,4,2,0,0,0,2,Attack,3,Potential,2,Protection,-2,,,,,9900,MonoblosThoracic,2,Top-GrdRedHorn,1,MonoblosCarapace,4,Firecell Stone,1,,,,
184,Garuga Helm S,HEAD,Male/Female,Blademaster/Gunner,8,8,6,60,108,2,0,2,0,0,1,HearProtct,2,Poison,2,Gathering,-2,Expert,3,,,9900,Long Garuga Ear,2,Rejuvenated Beak,2,Garuga Carapace,3,Garuga Mane,4,,,,
185,Garuga Cap S,HEAD,Male/Female,Blademaster/Gunner,8,8,6,30,58,3,2,3,1,0,1,HearProtct,2,PoisonCAdd,2,Gathering,-2,Expert,3,,,9900,Long Garuga Ear,2,Rejuvenated Beak,2,Garuga Carapace,3,Garuga Mane,4,,,,
186,Blango Helm S,HEAD,Male/Female,Blademaster/Gunner,5,8,6,60,108,-4,2,0,3,1,1,Cold Res,2,Snow Res,2,Attack,4,Heat Res,-1,,,9900,Blangonga Pelt+,3,Blangonga Fang+,1,Brute Bone,4,Velocidrome Hide,3,,,,
187,Blango Cap S,HEAD,Male/Female,Blademaster/Gunner,5,8,6,30,58,-3,4,1,5,2,2,Cold Res,2,Snow Res,2,Attack,2,Heat Res,-1,,,9900,Blangonga Pelt+,3,Blangonga Fang+,1,Brute Bone,4,Velocidrome Hide,3,,,,
188,Ceanataur Helm S,HEAD,Male/Female,Blademaster/Gunner,5,8,6,61,109,1,2,-1,-1,0,2,Artisan,2,Attack,2,SwdShrpner,1,Defense,-2,,,10050,Ceanataur Carpce,2,Ceanataur Claw+,2,Ceanataur Shell,5,King Scarab,5,,,,
189,Ceanataur Cap S,HEAD,Male/Female,Blademaster/Gunner,5,8,6,30,58,2,4,0,0,2,2,PierceS Up,2,PierceSAdd,3,Defense,-2,,,,,10050,Ceanataur Carpce,2,Ceanataur Claw+,2,Ceanataur Shell,5,King Scarab,5,,,,
190,Rathian Helm S,HEAD,Male/Female,Blademaster/Gunner,5,9,6,62,110,2,0,-2,0,-4,1,Health,4,Poison,3,Faint,-2,,,,,10250,Rathian Scale+,3,Rathian Scale,3,Rathian Carapace,2,Carbalite Ore,3,,,,
191,Rathian Cap S,HEAD,Male/Female,Blademaster/Gunner,5,9,6,30,60,4,2,0,2,-2,2,Health,4,Poison,2,Faint,-1,,,,,10250,Rathian Scale+,3,Rathian Scale,3,Rathian Carapace,2,Carbalite Ore,3,,,,
192,Narga Helm S,HEAD,Male/Female,Blademaster/Gunner,8,9,6,62,110,-4,3,-3,2,0,2,Evade Dist,3,Constitutn,2,Attack,-2,,,,,10250,Narga Tail Spike,5,Narga Scale+,4,Narga Brain Stem,1,Monster Broth,3,,,,
193,Narga Cap S,HEAD,Male/Female,Blademaster/Gunner,8,9,6,30,60,-2,4,-1,3,1,2,Evade Dist,1,Constitutn,4,Attack,-2,,,,,10250,Narga Tail Spike,5,Narga Scale+,4,Narga Brain Stem,1,Monster Broth,3,,,,
194,Tigrex Helm S,HEAD,Male/Female,Blademaster/Gunner,6,9,6,64,110,3,2,-2,3,-1,2,Cooking,3,HearProtct,1,Protection,-2,PsychicVis,1,,,10750,Tigrex Claw+,3,Tigrex Skull Shl,1,Tigrex Fang+,1,Carbalite Ore,3,,,,
195,Tigrex Cap S,HEAD,Male/Female,Blademaster/Gunner,6,9,6,30,60,4,3,-1,4,0,2,Cooking,1,HearProtct,3,Protection,-2,PsychicVis,1,,,10750,Tigrex Claw+,3,Tigrex Skull Shl,1,Tigrex Fang+,1,Carbalite Ore,3,,,,
196,Rathalos Helm S,HEAD,Male/Female,Blademaster/Gunner,5,9,6,64,110,2,-1,2,-3,-4,1,Attack,4,Rec Speed,3,Faint,-2,,,,,10750,Rathalos Ruby,1,Rathalos Wing,1,Rathalos Scale+,3,Carbalite Ore,3,,,,
197,Rathalos Cap S,HEAD,Male/Female,Blademaster/Gunner,5,9,6,30,60,4,0,5,-1,-2,2,Attack,4,Rec Speed,2,Faint,-1,,,,,10750,Rathalos Ruby,1,Rathalos Wing,1,Rathalos Scale+,3,Carbalite Ore,3,,,,
198,Diablo Helm S,HEAD,Male/Female,Blademaster/Gunner,6,9,6,64,110,3,-1,1,-2,0,1,WindPress,2,Expert,4,Health,-3,,,,,10750,Diablos Carapace,3,Majestic Horn,1,Carbalite Ore,3,Rare Scarab,2,,,,
