id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
103,Obituary Femur,LEGS,Male,Gunner,1,6,5,16,56,4,-4,5,-3,2,1,Evade,3,Spc Attack,2,Backpackng,2,Cold Res,-2,,,3350,Great Hornfly,1,Hercudrome,1,Monster Fluid,3,FireWyvern Fluid,4,,,,
104,Butterfly Femur,LEGS,Female,Gunner,1,6,5,16,56,4,-4,5,-3,2,1,Evade,3,Spc Attack,2,Backpackng,2,Cold Res,-2,,,3350,Great Hornfly,1,Hercudrome,1,Monster Fluid,3,FireWyvern Fluid,4,,,,
105,Black Feet,LEGS,Male/Female,Blademaster,10,5,5,36,106,0,2,2,2,-5,2,,,,,,,,,,,11111,Dark Stone,1,Dark Piece,2,Ancient Potion,1,Black Pearl,1,,,,
106,Black Legs,LEGS,Male/Female,Gunner,10,5,5,18,56,2,4,4,3,-2,2,,,,,,,,,,,11111,Dark Stone,1,Dark Piece,2,Ancient Potion,1,Black Pearl,1,,,,
107,Death Stench Heel,LEGS,Male/Female,Blademaster,3,4,5,40,108,2,1,1,-1,0,1,Fencing,2,Sneak,2,Health,-5,,,,,5800,Sinister Cloth,2,Striped Skin,2,Lg Monster Bone,4,Eldr Dragon Bone,2,,,,
108,Death Stench March,LEGS,Male/Female,Gunner,3,4,5,20,58,3,2,2,0,1,1,AutoReload,2,Crag S Add,2,Health,-5,,,,,5800,Sinister Cloth,2,Striped Skin,2,Lg Monster Bone,4,Eldr Dragon Bone,2,,,,
109,Lava Greaves,LEGS,Male/Female,Blademaster,7,10,5,40,108,4,-3,0,0,1,1,Terrain,3,Rec Speed,2,Guard,2,Faint,-2,,,5800,Lavasioth Ticket,1,ThckLavasiothScl,3,HvyLavasiothShl,2,Machalite Ore,10,,,,
110,Lava Leggings,LEGS,Male/Female,Gunner,7,10,5,20,58,5,-1,2,2,2,1,Terrain,3,Rec Speed,2,Recoil,2,Faint,-2,,,5800,Lavasioth Ticket,1,ThckLavasiothScl,3,HvyLavasiothShl,2,Machalite Ore,10,,,,
111,Mizuha Leg Wrap,LEGS,Male/Female,Blademaster,3,5,5,40,108,-4,3,0,4,-1,1,WindPress,4,HearProtct,2,Terrain,-3,,,,,9000,Chameleos Hide,2,ChameleosWebbing,1,Flabby Hide,2,Black Pearl,5,,,,
112,Extravagant Trousers,LEGS,Male/Female,Gunner,3,5,5,20,58,-3,4,1,5,0,1,WindPress,4,HearProtct,2,Terrain,-3,,,,,9000,Chameleos Hide,2,ChameleosWebbing,1,Alluring Hide,2,Black Pearl,5,,,,
113,Kushala Crus,LEGS,Male/Female,Blademaster,3,4,5,42,108,0,2,-2,4,-3,1,ShortCharg,2,Terrain,4,Poison,-3,,,,,9300,Daora Shell,3,DaoraDragonScale,4,Daora Claw,1,Dragonite Ore,3,,,,
114,Kushala Shank,LEGS,Male/Female,Gunner,3,4,5,21,59,2,3,-2,5,-2,1,ShortCharg,2,Terrain,4,Poison,-3,,,,,9300,Daora Shell,3,DaoraDragonScale,4,Daora Claw,1,Dragonite Ore,3,,,,
115,Kirin Leg Guards,LEGS,Male/Female,Blademaster,3,5,5,44,108,0,2,4,0,-1,1,All Resist,3,ElementAtk,2,Everlastng,-2,PsychicVis,2,,,9800,Kirin Hide,1,Flabby Hide,2,Rubbery Hide,3,Electro Sac,3,,,,
116,Kirin Boots,LEGS,Male/Female,Gunner,3,5,5,22,58,1,4,6,1,0,1,All Resist,3,ElementAtk,2,Everlastng,-2,PsychicVis,2,,,9800,Kirin Hide,1,Flabby Hide,2,Rubbery Hide,3,Electro Sac,3,,,,
117,GuardianSpirit Boots,LEGS,Male/Female,Blademaster,3,4,5,44,110,2,2,0,-2,-2,1,Fencing,2,All Resist,4,Protection,1,Potential,-2,,,9800,Dragonwood,1,Dragonmoss,3,Eldr Dragon Bone,5,Pokke Ticket,1,,,,
118,Carnage Boots,LEGS,Male/Female,Gunner,3,4,5,22,58,3,4,2,-1,-1,1,Capacity,2,All Resist,4,Protection,1,Potential,-2,,,9800,Dragonwood,1,Dragonmoss,3,Eldr Dragon Bone,5,Pokke Ticket,1,,,,
119,Auroros Pants,LEGS,Male,Blademaster,3,6,5,44,110,-2,2,0,2,-4,2,Rec Speed,2,Guard,3,PsychicVis,1,Stamina,-1,,,9800,Lao-Shan's Scale,5,DaoraDragonScale,1,Rathian Spike,2,Commendation,1,,,,
120,Borealis Pants,LEGS,Female,Blademaster,3,6,5,44,110,-2,2,0,2,-4,2,Rec Speed,2,Guard,3,PsychicVis,1,Stamina,-1,,,9800,Lao-Shan's Scale,5,DaoraDragonScale,1,Rathian Spike,2,Commendation,1,,,,
121,Genesis Pants,LEGS,Male,Gunner,3,6,5,22,58,1,3,2,3,-2,1,Rec Speed,2,Reload,3,NormalSAdd,3,Hunger,-1,,,9800,Lao-Shan's Scale,5,DaoraDragonScale,1,Rathian Spike,2,Commendation,1,,,,
122,Glyph Pants,LEGS,Female,Gunner,3,6,5,22,58,1,3,2,3,-2,1,Rec Speed,2,Reload,3,NormalSAdd,3,Hunger,-1,,,9800,Lao-Shan's Scale,5,DaoraDragonScale,1,Rathian Spike,2,Commendation,1,,,,
123,Red Borealis Pants,LEGS,Female,Blademaster,3,6,5,44,110,2,-2,0,0,-4,1,Rec Speed,4,PsychicVis,5,,,,,,,9800,Lao-Shan's Scale,5,Fire Drgn Webbng,1,Rathian Spike,2,Commendation,1,,,,
124,Red Glyph Pants,LEGS,Female,Gunner,3,6,5,22,58,3,1,2,1,-2,1,Rec Speed,4,NormalSAdd,5,,,,,,,9800,Lao-Shan's Scale,5,Fire Drgn Webbng,1,Rathian Spike,2,Commendation,1,,,,
125,Empress Greaves,LEGS,Male/Female,Blademaster,10,5,5,46,110,5,-1,0,0,-2,1,Anti-Theft,2,Expert,2,Cold Res,-2,Guard,3,,,11625,Lunastra Shell,4,Fire Drgn Webbng,2,Fire Dragon Claw,2,Firestone,1,,,,
126,Empress Leggings,LEGS,Male/Female,Gunner,10,5,5,23,59,6,1,2,0,-1,1,Anti-Theft,3,Expert,3,Cold Res,-2,Guard Up,1,,,11625,Lunastra Shell,4,Fire Drgn Webbng,2,Fire Dragon Claw,2,Firestone,1,,,,
127,Indra Leggings,LEGS,Male/Female,Blademaster,3,6,5,48,112,-2,3,2,2,-2,1,Guard,3,Quake Res,2,Cooking,-2,Fate,2,,,13500,Gaoren Shell,2,Gaoren Spine,1,DaoraDragonScale,2,Dragonite Ore,3,,,,
128,Steadfast Boots,LEGS,Male/Female,Gunner,3,6,5,24,60,0,5,3,3,-1,1,Recoil,2,Quake Res,2,Cooking,-2,Reload,-1,Fate,2,13500,Gaoren Shell,2,Gaoren Spine,1,DaoraDragonScale,2,Dragonite Ore,3,,,,
129,Kaiser Greaves,LEGS,Male/Female,Blademaster,3,6,5,48,112,5,-1,0,0,-2,1,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Shell,3,Fire Drgn Webbng,2,Firestone,2,ElderDragonBlood,1,,,,
130,Kaiser Leggings,LEGS,Male/Female,Gunner,3,6,5,24,60,6,1,2,0,-1,1,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Shell,3,Fire Drgn Webbng,2,Firestone,2,ElderDragonBlood,1,,,,
131,(dummy) Amezari Greaves,LEGS,Male/Female,Blademaster,6,5,5,32,106,3,0,-2,1,0,2,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
132,(dummy) Amezari Leggings,LEGS,Male/Female,Gunner,6,5,5,15,57,3,0,0,1,1,2,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
133,Monodevil Greaves,LEGS,Male/Female,Blademaster,10,4,5,34,106,2,-1,-2,-1,-1,1,Artisan,1,Potential,4,Protection,-2,Expert,2,,,5900,Wht Monoblos Hrn,1,Wht Monoblos Spn,2,Wht Monoblos Shl,4,Hercudrome,3,,,,
134,Monodevil Leggings,LEGS,Male/Female,Gunner,10,4,5,16,56,4,2,0,0,0,1,Capacity,1,Potential,4,Protection,-2,Expert,2,,,5900,Wht Monoblos Hrn,1,Wht Monoblos Spn,2,Wht Monoblos Shl,4,Hercudrome,3,,,,
135,Rathian HeartGreaves,LEGS,Male/Female,Blademaster,3,6,5,36,108,2,0,-2,0,-4,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,6400,Pnk Rathian Shl,2,Pnk Rathian Scl,4,Monster Bone+,1,Dragonite Ore,3,,,,
136,RathianHeartLeggings,LEGS,Male/Female,Gunner,3,6,5,16,58,4,2,0,2,-2,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,6400,Pnk Rathian Shl,2,Pnk Rathian Scl,4,Monster Bone+,1,Dragonite Ore,3,,,,
137,Rathalos SoulGreaves,LEGS,Male/Female,Blademaster,3,6,5,38,108,2,-1,2,0,-4,2,Attack,3,HearProtct,2,Expert,1,Protection,-1,,,6900,Azure Rthlos Shl,3,Azure Rthlos Scl,3,Fire Wyvern Claw,2,Lg Monster Bone,2,,,,
138,RathalosSoulLeggings,LEGS,Male/Female,Gunner,3,6,5,18,58,4,2,5,1,-2,1,Attack,3,HearProtct,3,Expert,1,Protection,-2,,,6900,Azure Rthlos Shl,3,Azure Rthlos Scl,3,Fire Wyvern Claw,2,Lg Monster Bone,2,,,,
139,Mafumofu Boots S,LEGS,Male/Female,Blademaster/Gunner,4,7,6,20,58,0,0,0,3,0,1,Cold Res,4,Protection,3,Heat Res,-2,,,,,1150,High Qualty Pelt,2,Blango Pelt+,1,Rainbow Insect,1,Bulldrome Hide+,2,Normal Ticket,1,High Qualty Pelt,1
140,Green Pants S,LEGS,Male/Female,Blademaster/Gunner,4,7,6,22,58,2,0,0,0,0,0,Gathering,5,Backpackng,6,,,,,,,1350,Carbalite Ore,1,Machalite Ore,7,Kelbi Hide,1,Stout Bone,1,Hard Ticket,1,Blango Pelt+,1
141,Blue Pants S,LEGS,Male/Female,Blademaster/Gunner,4,7,6,24,58,2,2,-2,1,0,1,Health,4,Whim,2,Map,2,Paralysis,-1,,,1650,Carbalite Ore,2,Dragonite Ore,2,Velociprey Hide+,4,,,Hard Ticket,1,Carbalite Ore,1
142,Hunter's Greaves S,LEGS,Male/Female,Blademaster,4,7,6,38,108,0,0,-4,0,0,1,PsychicVis,3,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,4,Dragonite Ore,3,Lg Monster Bone,2,Ioprey Hide+,5,Plus Class Tcket,1,Stout Bone,1
143,Hunter's Leggings S,LEGS,Male/Female,Gunner,4,7,6,26,58,2,2,-2,2,0,1,PsychicVis,3,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,4,Dragonite Ore,3,Lg Monster Bone,2,Ioprey Hide+,5,Plus Class Tcket,1,Stout Bone,1
144,Bone Greaves S,LEGS,Male/Female,Blademaster,4,7,6,44,108,2,2,-2,-2,-2,1,Anti-Theft,2,Horn,3,Cooking,2,Map,-2,,,7200,Bulldrome Hide+,4,King Scarab,2,Giant Bone,4,Monster Bone+,1,Plus Class Tcket,1,Stout Bone,2
145,Bone Leggings S,LEGS,Male/Female,Gunner,4,7,6,26,58,5,5,0,-1,0,1,Anti-Theft,2,Fishing,3,Cooking,2,Map,-2,,,7200,Bulldrome Hide+,4,King Scarab,2,Giant Bone,4,Monster Bone+,1,Plus Class Tcket,1,Stout Bone,2
146,Battle Greaves S,LEGS,Male/Female,Blademaster,4,7,6,46,108,2,-2,-2,-1,0,1,SwdShrpner,2,Attack,3,Guard,2,Stamina,-2,,,7500,Bulldrome Hide+,3,Rathian Shell,2,Conga Pelt+,4,Dragonite Ore,3,Plus Class Tcket,1,Conga Pelt+,4
147,Battle Leggings S,LEGS,Male/Female,Gunner,4,7,6,26,58,4,0,0,0,2,2,Reload,2,Attack,1,ClustS Add,2,Hunger,-2,,,7500,Bulldrome Hide+,3,Rathian Shell,2,Conga Pelt+,4,Dragonite Ore,3,Plus Class Tcket,1,Conga Pelt+,4
148,Velociprey Greaves S,LEGS,Male/Female,Blademaster,4,7,6,50,108,1,1,1,0,-1,2,Faint,3,SwdShrpner,2,Paralysis,-2,,,,,7800,Velociprey Scle+,3,Velociprey Hide+,3,Machalite Ore,12,Monster Bone+,1,,,,
149,Velociprey LeggingsS,LEGS,Male/Female,Gunner,4,7,6,26,58,3,3,3,1,0,2,Faint,3,PelletS Up,2,Paralysis,-2,,,,,7800,Velociprey Scle+,3,Velociprey Hide+,3,Machalite Ore,12,Monster Bone+,1,,,,
150,Vespoid Greaves S,LEGS,Male/Female,Blademaster,4,7,6,50,108,-6,-5,2,-4,2,2,Paralysis,3,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,2,Vespoid Carapace,3,Vespoid Wing,4,King Scarab,2,,,,
151,Vespoid Leggings S,LEGS,Male/Female,Gunner,4,7,6,26,58,-5,-4,5,-3,2,2,Paralysis,3,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,2,Vespoid Carapace,3,Vespoid Shell,3,King Scarab,2,,,,
152,Hi-Metal Greaves S,LEGS,Male/Female,Blademaster,4,7,6,50,108,-2,-2,3,-1,0,2,Defense,2,Gunnery,3,All Resist,-2,,,,,7800,Carbalite Ore,4,Lightcrystal,1,Dragonite Ore,10,Velociprey Hide+,4,,,,
153,Hi-Metal Leggings S,LEGS,Male/Female,Gunner,4,7,6,26,58,0,0,5,0,0,2,Defense,2,Gunnery,3,All Resist,-2,,,,,7800,Carbalite Ore,4,Lightcrystal,1,Dragonite Ore,10,Velociprey Hide+,4,,,,
154,Hornet Greaves S,LEGS,Male/Female,Blademaster,4,7,6,52,108,-6,-1,-5,-5,2,1,Dragon Res,3,Sharpness,2,Poison,-3,SwdShrpner,1,,,8800,HornetaurInnrWng,2,Hornetaur Crapce,3,Hornetaur Wing,2,King Scarab,2,,,,
155,Hornet Leggings S,LEGS,Male/Female,Gunner,4,7,6,26,58,-5,2,-3,-4,3,1,Dragon Res,3,PierceS Up,2,Poison,-3,Precision,1,,,8800,HornetaurInnrWng,2,Hornetaur Crapce,3,Hornetaur Wing,2,King Scarab,2,,,,
156,Genprey Greaves S,LEGS,Male/Female,Blademaster,4,7,6,52,108,2,-2,3,-2,-1,2,Paralysis,3,Spc Attack,2,Poison,-2,,,,,8800,Genprey Scale+,4,Genprey Hide+,6,Carbalite Ore,5,Monster Bone+,3,,,,
157,Genprey Leggings S,LEGS,Male/Female,Gunner,4,7,6,26,58,4,0,5,0,0,2,Paralysis,3,Spc Attack,2,Poison,-2,,,,,8800,Genprey Scale+,4,Genprey Hide+,6,Carbalite Ore,5,Monster Bone+,3,,,,
158,Ioprey Greaves S,LEGS,Male/Female,Blademaster,4,7,6,52,108,3,2,-2,1,-1,0,Torso Inc,,,,,,,,,,8950,Ioprey Scale+,4,Ioprey Hide+,6,Carbalite Ore,6,Monster Bone+,3,,,,
159,Ioprey Leggings S,LEGS,Male/Female,Gunner,4,7,6,28,58,4,3,0,2,0,0,Torso Inc,,,,,,,,,,8950,Ioprey Scale+,4,Ioprey Hide+,6,Carbalite Ore,6,Monster Bone+,3,,,,
160,Kut-Ku Greaves S,LEGS,Male/Female,Blademaster,4,7,6,52,108,2,-2,0,-2,-1,2,Attack,3,Fire Res,2,Defense,-2,,,,,8950,Long Kut-Ku Ear,1,Kut-Ku Carapace,2,Kut-Ku Webbing,2,Giaprey Hide+,4,,,,
161,Kut-Ku Leggings S,LEGS,Male/Female,Gunner,4,7,6,28,58,5,1,3,-1,0,2,Attack,3,Fire Res,2,Defense,-2,,,,,8950,Long Kut-Ku Ear,1,Kut-Ku Carapace,2,Kut-Ku Webbing,2,Giaprey Hide+,4,,,,
162,Cephalos Greaves S,LEGS,Male/Female,Blademaster,4,7,6,54,108,-3,2,-4,2,0,2,Heat Res,3,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,5,Cephalos Fin+,4,Novacrystal,2,Mega Armorskin,2,,,,
163,Cephalos Leggings S,LEGS,Male/Female,Gunner,4,7,6,28,58,-1,5,-2,3,1,2,Heat Res,3,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,5,Cephalos Fin+,4,Novacrystal,2,Mega Armorskin,2,,,,
164,Conga Greaves S,LEGS,Male/Female,Blademaster,4,7,6,54,108,-3,2,2,-1,0,1,ElementAtk,2,Antiseptic,2,Sneak,-2,Gluttony,3,,,9000,Congalala Pelt+,3,Bulldrome Hide+,2,Stout Bone,2,Dragonite Ore,4,,,,
165,Conga Leggings S,LEGS,Male/Female,Gunner,4,7,6,28,58,-1,4,4,0,1,1,NormalS Up,2,Antiseptic,2,Sneak,-2,Gluttony,3,,,9000,Congalala Pelt+,3,Bulldrome Hide+,2,Stout Bone,2,Dragonite Ore,4,,,,
166,Gypceros Greaves S,LEGS,Male/Female,Blademaster,5,7,6,54,108,-4,1,4,1,0,2,Poison,3,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,4,Monster Broth,2,Antiseptic Stone,10,Remobra Skin+,5,,,,
167,Gypceros Leggings S,LEGS,Male/Female,Gunner,5,7,6,28,58,-1,4,6,3,0,2,Poison,3,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,4,Monster Broth,2,Antiseptic Stone,10,Remobra Skin+,5,,,,
168,Khezu Greaves S,LEGS,Male/Female,Blademaster,5,7,6,56,108,-3,3,4,1,0,1,Rec Speed,5,Wide Area,2,Faint,-2,,,,,9100,Khezu Hide - Tan,3,Carbalite Ore,3,King Scarab,4,Lifepowder,3,,,,
169,Khezu Leggings S,LEGS,Male/Female,Gunner,5,7,6,28,58,-1,5,6,2,0,1,Rec Speed,5,Wide Area,2,Faint,-2,,,,,9100,Khezu Hide - Tan,3,Carbalite Ore,3,King Scarab,4,Lifepowder,3,,,,
170,Hermitaur Greaves S,LEGS,Male/Female,Blademaster,4,7,6,56,108,-3,3,-4,0,1,2,Defense,2,Guard,2,Throw,2,Stamina,-1,,,9100,Hermitaur Claw+,2,Hermitaur Carpce,1,Bulldrome Hide+,2,Dragonite Ore,4,,,,
171,Hermitaur Leggings S,LEGS,Male/Female,Gunner,4,7,6,28,58,-1,5,-2,1,2,2,Defense,2,Reload,2,Crag S Add,2,All Resist,-1,,,9100,Hermitaur Claw+,2,Hermitaur Carpce,1,Bulldrome Hide+,2,Dragonite Ore,4,,,,
172,Hypno Greaves S,LEGS,Male/Female,Blademaster,7,7,6,56,108,-2,2,0,1,1,1,Sleep,5,Stamina,2,Hunger,-2,,,,,9100,OrangeHypnoPelt,4,Top-GrdHypnoClaw,3,Sleep Sac,2,Cephalos Scale+,2,,,,
173,Hypno Leggings S,LEGS,Male/Female,Gunner,7,7,6,28,58,0,4,2,3,2,1,Sleep,5,Stamina,2,Hunger,-2,,,,,9100,OrangeHypnoPelt,4,Top-GrdHypnoClaw,3,Sleep Sac,2,Cephalos Scale+,2,,,,
174,Basarios Greaves S,LEGS,Male/Female,Blademaster,5,7,6,56,108,0,2,2,1,-2,2,Defense,2,Poison,2,Sleep,1,Dragon Res,-2,,,9100,Basarios Carpace,3,Carbalite Ore,5,Toxin Sac,3,Genprey Hide+,5,,,,
175,Basarios Leggings S,LEGS,Male/Female,Gunner,5,7,6,28,58,2,4,4,2,0,1,Defense,2,Poison,2,Sleep,3,Dragon Res,-2,,,9100,Basarios Carpace,3,Carbalite Ore,5,Toxin Sac,3,Genprey Hide+,5,,,,
176,Plesioth Greaves S,LEGS,Male/Female,Blademaster,5,8,6,58,108,-4,4,-4,2,0,1,Stamina,3,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Scale+,4,Plesioth Fin+,2,Carbalite Ore,3,Cephalos Scale+,1,,,,
177,Plesioth Leggings S,LEGS,Male/Female,Gunner,5,8,6,30,58,-2,6,-2,3,1,1,Stamina,3,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Scale+,4,Plesioth Fin+,2,Carbalite Ore,3,Cephalos Scale+,1,,,,
178,Monoblos Greaves S,LEGS,Male/Female,Blademaster,10,8,6,60,108,2,-1,-2,-1,-1,1,Attack,6,Potential,2,Protection,-1,,,,,9900,MonoblosThoracic,2,Top-GrdRedHorn,2,MonoblosCarapace,4,Rare Scarab,3,,,,
179,Monoblos Leggings S,LEGS,Male/Female,Gunner,10,8,6,30,58,4,2,0,0,0,1,Attack,6,Potential,2,Protection,-1,,,,,9900,MonoblosThoracic,2,Top-GrdRedHorn,2,MonoblosCarapace,4,Rare Scarab,3,,,,
180,Garuga Greaves S,LEGS,Male/Female,Blademaster,8,8,6,60,108,2,0,2,0,0,2,HearProtct,2,Poison,3,Gathering,-2,,,,,9900,Garuga Scale+,5,Garuga Carapace,3,Garuga Wing,2,Hercudrome,4,,,,
181,Garuga Leggings S,LEGS,Male/Female,Gunner,8,8,6,30,58,3,2,3,1,0,2,HearProtct,2,PoisonCAdd,3,Gathering,-2,,,,,9900,Garuga Scale+,5,Garuga Carapace,3,Garuga Wing,2,Hercudrome,4,,,,
182,Blango Greaves S,LEGS,Male/Female,Blademaster,5,8,6,60,108,-4,2,0,3,1,2,Cold Res,2,Snow Res,2,Attack,2,Heat Res,-1,,,9900,Blangonga Pelt+,3,Blango Pelt+,5,Hrd Monster Bone,1,High Qualty Pelt,2,,,,
183,Blango Leggings S,LEGS,Male/Female,Gunner,5,8,6,30,58,-3,4,1,5,2,2,Cold Res,2,Snow Res,2,Attack,2,Heat Res,-1,,,9900,Blangonga Pelt+,3,Blango Pelt+,5,Hrd Monster Bone,1,High Qualty Pelt,2,,,,
184,Ceanataur Greaves S,LEGS,Male/Female,Blademaster,5,8,6,61,109,1,2,-1,-1,0,2,Artisan,2,Attack,2,SwdShrpner,1,Defense,-2,,,10050,Ceanataur Carpce,2,Ceanataur Leg,3,Firecell Stone,1,Rare Scarab,2,,,,
185,Ceanataur Leggings S,LEGS,Male/Female,Gunner,5,8,6,30,58,2,4,0,0,2,2,PierceS Up,2,PierceSAdd,3,Defense,-2,,,,,10050,Ceanataur Carpce,2,Ceanataur Leg,3,Firecell Stone,1,Rare Scarab,2,,,,
186,Rathian Greaves S,LEGS,Male/Female,Blademaster,5,9,6,62,110,2,0,-2,0,-4,2,Health,4,Poison,2,Faint,-1,,,,,10250,Rathian Carapace,2,Rathian Scale+,3,Inferno Sac,2,Carbalite Ore,3,,,,
187,Rathian Leggings S,LEGS,Male/Female,Gunner,5,9,6,30,60,4,2,0,2,-2,1,Health,4,Poison,3,Faint,-2,,,,,10250,Rathian Carapace,2,Rathian Scale+,3,Inferno Sac,2,Carbalite Ore,3,,,,
188,Narga Greaves S,LEGS,Male/Female,Blademaster,8,9,6,62,110,-4,3,-3,2,0,2,Evade Dist,1,Constitutn,4,Attack,-2,,,,,10250,Black Narga Pelt,4,Narga Scale+,3,Nargacuga Fang+,4,Remobra Skin+,4,,,,
189,Narga Leggings S,LEGS,Male/Female,Gunner,8,9,6,30,60,-2,4,-1,3,1,2,Evade Dist,3,Constitutn,2,Attack,-2,,,,,10250,Black Narga Pelt,4,Narga Scale+,3,Nargacuga Fang+,4,Remobra Skin+,4,,,,
190,Tigrex Greaves S,LEGS,Male/Female,Blademaster,6,9,6,64,110,3,2,-2,3,-1,2,Cooking,2,HearProtct,2,Protection,-2,PsychicVis,1,,,10750,Tigrex Carapace,2,Tigrex Scale+,3,Tigrex Claw+,3,King Scarab,6,,,,
191,Tigrex Leggings S,LEGS,Male/Female,Gunner,6,9,6,30,60,4,3,-1,4,0,2,Cooking,2,HearProtct,2,Protection,-2,PsychicVis,1,,,10750,Tigrex Carapace,2,Tigrex Scale+,3,Tigrex Claw+,3,King Scarab,6,,,,
192,Rathalos Greaves S,LEGS,Male/Female,Blademaster,5,9,6,64,110,2,-1,2,-3,-4,2,Attack,4,Rec Speed,2,Faint,-1,,,,,10750,Rathalos Ruby,1,Rathalos Carpace,4,Rathalos Webbing,4,King Scarab,6,,,,
193,Rathalos Leggings S,LEGS,Male/Female,Gunner,5,9,6,30,60,4,0,5,-1,-2,2,Attack,4,Rec Speed,2,Faint,-1,,,,,10750,Rathalos Ruby,1,Rathalos Carpace,4,Rathalos Webbing,4,King Scarab,6,,,,
194,Diablo Greaves S,LEGS,Male/Female,Blademaster,6,9,6,64,110,3,-1,1,-2,0,2,WindPress,2,Expert,3,Health,-2,,,,,10750,Diablos Carapace,3,Diablos Thoracic,2,Carbalite Ore,4,Union Ore,2,,,,
195,Diablo Leggings S,LEGS,Male/Female,Gunner,6,9,6,30,60,5,2,4,-1,0,1,WindPress,2,Expert,4,Health,-3,,,,,10750,Diablos Carapace,3,Diablos Thoracic,2,Carbalite Ore,4,Union Ore,2,,,,
196,Gravios Greaves S,LEGS,Male/Female,Blademaster,6,9,6,64,110,2,-2,2,0,-2,1,Guard,2,Defense,4,Stamina,-3,,,,,10750,Gravios Carapace,2,Gravios Shell,6,Hrd Monster Bone,2,Rare Scarab,2,,,,
197,Gravios Leggings S,LEGS,Male/Female,Gunner,6,9,6,30,60,4,1,3,1,0,1,Recoil,2,Defense,4,Stamina,-3,,,,,10750,Gravios Carapace,2,Gravios Shell,6,Hrd Monster Bone,2,Rare Scarab,2,,,,
198,Cream Pants,LEGS,Male/Female,Blademaster/Gunner,4,7,7,20,58,2,0,0,0,0,3,Gathering,2,Alchemy,2,Sneak,-1,,,,,1350,Giaprey Hide+,4,Iron Ore,5,Blango Pelt+,3,Bulldrome Hide+,3,,,,
199,Coffee Pants,LEGS,Male/Female,Blademaster/Gunner,4,7,7,22,58,2,2,-2,1,0,2,Whim,4,Backpackng,2,Map,-1,,,,,1650,Carbalite Ore,1,Rainbow Ore,3,Dragonite Ore,2,Genprey Hide+,4,,,,
200,Hunter's Greaves U,LEGS,Male/Female,Blademaster,4,7,7,36,108,0,0,-4,0,0,2,PsychicVis,3,BombStrUp,2,Sleep,-2,,,,,5350,King Scarab,4,Carbalite Ore,2,Remobra Skin,3,Blk Gravios Shl,3,,,,
201,Hunter's Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,2,2,-2,2,0,2,PsychicVis,3,Crag S Add,2,Sleep,-2,,,,,5350,King Scarab,4,Carbalite Ore,2,Remobra Skin,3,Blk Gravios Shl,3,,,,
202,Bone Greaves U,LEGS,Male/Female,Blademaster,4,7,7,42,108,2,2,-2,-2,-2,2,Anti-Theft,2,Horn,2,Fatigue,2,Guard,-1,,,7200,Ioprey Hide+,2,Hrd Monster Bone,1,Blood Red Horn,2,King Scarab,2,,,,
203,Bone Leggings U,LEGS,Male/Female,Gunner,4,7,7,24,58,5,5,0,-1,0,2,Anti-Theft,2,Fatigue,3,Precision,-2,,,,,7200,Ioprey Hide+,2,Hrd Monster Bone,1,Blood Red Horn,2,King Scarab,2,,,,
204,Battle Greaves U,LEGS,Male/Female,Blademaster,4,7,7,44,108,2,-2,-2,-1,0,2,Guard,2,Defense,3,Stamina,-2,,,,,7500,Bulldrome Hide+,3,Ioprey Hide+,3,Conga Pelt+,3,Carbalite Ore,4,,,,
