id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
105,Kushala Cocoon,WAIST,Male/Female,Blademaster,3,4,5,42,108,0,2,-2,4,-3,1,ShortCharg,2,Terrain,2,Poison,-2,Fire Res,3,,,9300,Daora Webbing,1,Daora Claw,2,Daora Shell,2,Firestone,1,,,,
106,Kushala Wind Wrap,WAIST,Male/Female,Gunner,3,4,5,21,59,2,3,-2,5,-2,1,ShortCharg,2,Terrain,2,Poison,-2,Fire Res,3,,,9300,Daora Webbing,1,Daora Claw,2,Daora Shell,2,Firestone,1,,,,
107,Kirin Hoop,WAIST,Male/Female,Blademaster,3,5,5,44,108,0,2,4,0,-1,1,All Resist,3,ElementAtk,2,Everlastng,-2,PsychicVis,2,,,9800,Kirin Hide,1,Kirin Horn,2,Rubbery Hide,2,Electro Sac,3,,,,
108,Kirin Shorts,WAIST,Male/Female,Gunner,3,5,5,22,58,1,4,6,1,0,1,All Resist,3,ElementAtk,2,Everlastng,-2,PsychicVis,2,,,9800,Kirin Hide,1,Kirin Horn,2,Rubbery Hide,2,Electro Sac,3,,,,
109,Guardian Spirit Coil,WAIST,Male/Female,Blademaster,3,4,5,44,110,2,2,0,-2,-2,1,Fencing,2,All Resist,4,Protection,1,Potential,-2,,,9800,Dragonmoss,2,Dragonwood,2,ElderDragonBlood,1,Pokke Ticket,1,,,,
110,Carnage Wrap,WAIST,Male/Female,Gunner,3,4,5,22,58,3,4,2,-1,-1,1,Capacity,2,All Resist,4,Protection,1,Potential,-2,,,9800,Dragonmoss,2,Dragonwood,2,ElderDragonBlood,1,Pokke Ticket,1,,,,
111,Auroros Tasset,WAIST,Male,Blademaster,3,6,5,44,110,-2,2,0,2,-4,1,Rec Speed,2,Guard,3,PsychicVis,3,Stamina,-1,,,9800,Lao-Shan's Shell,4,Fire Dragon Scl,1,Gravios Shell,5,Commendation,1,,,,
112,Borealis Tasset,WAIST,Female,Blademaster,3,6,5,44,110,-2,2,0,2,-4,1,Rec Speed,2,Guard,3,PsychicVis,3,Stamina,-1,,,9800,Lao-Shan's Shell,4,Fire Dragon Scl,1,Gravios Shell,5,Commendation,1,,,,
113,Genesis Tasset,WAIST,Male,Gunner,3,6,5,22,58,1,3,2,3,-2,2,Rec Speed,2,Reload,3,NormalSAdd,1,Hunger,-1,,,9800,Lao-Shan's Shell,4,Fire Dragon Scl,1,Gravios Shell,5,Commendation,1,,,,
114,Glyph Tasset,WAIST,Female,Gunner,3,6,5,22,58,1,3,2,3,-2,2,Rec Speed,2,Reload,3,NormalSAdd,1,Hunger,-1,,,9800,Lao-Shan's Shell,4,Fire Dragon Scl,1,Gravios Shell,5,Commendation,1,,,,
115,Red Borealis Tasset,WAIST,Female,Blademaster,3,6,5,44,110,2,-2,0,0,-4,1,Rec Speed,4,PsychicVis,5,,,,,,,9800,Lao-Shan's Shell,4,Fire Drgn Webbng,1,Gravios Shell,5,Commendation,1,,,,
116,Red Glyph Tasset,WAIST,Female,Gunner,3,6,5,22,58,3,1,2,1,-2,1,Rec Speed,4,NormalSAdd,5,,,,,,,9800,Lao-Shan's Shell,4,Fire Drgn Webbng,1,Gravios Shell,5,Commendation,1,,,,
117,Empress Tasset,WAIST,Male/Female,Blademaster,10,5,5,46,110,5,-1,0,0,-2,1,Anti-Theft,2,Expert,2,Cold Res,-2,Guard,3,,,11625,Lunastra Horn,1,Fire Drgn Webbng,2,Fire Dragon Scl,4,Dragonite Ore,9,,,,
118,Empress Coat,WAIST,Male/Female,Gunner,10,5,5,23,59,6,1,2,0,-1,2,Anti-Theft,2,Expert,2,Cold Res,-2,Guard Up,1,,,11625,Lunastra Horn,1,Fire Drgn Webbng,2,Fire Dragon Scl,4,Dragonite Ore,9,,,,
119,Indra Wrap,WAIST,Male/Female,Blademaster,3,6,5,48,112,-2,3,2,2,-2,1,Guard,3,Quake Res,2,Cooking,-2,Fate,2,,,13500,Gaoren Shell,2,Gaoren Pincer,1,Daora Shell,1,Dragonite Ore,2,,,,
120,Steadfast Coat,WAIST,Male/Female,Gunner,3,6,5,24,60,0,5,3,3,-1,1,Recoil,2,Quake Res,2,Cooking,-2,Reload,-1,Fate,2,13500,Gaoren Shell,2,Gaoren Pincer,1,Daora Shell,1,Dragonite Ore,2,,,,
121,Kaiser Tasset,WAIST,Male/Female,Blademaster,3,6,5,48,112,5,-1,0,0,-2,1,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Mane,1,Fire Dragon Scl,3,Firestone,2,ElderDragonBlood,1,,,,
122,Kaiser Coat,WAIST,Male/Female,Gunner,3,6,5,24,60,6,1,2,0,-1,1,Fatigue,3,Expert,3,Cold Res,-3,,,,,13500,Teostra Mane,1,Fire Dragon Scl,3,Firestone,2,ElderDragonBlood,1,,,,
123,(dummy) Amezari Tasset,WAIST,Male/Female,Blademaster,6,5,5,32,106,3,0,-2,1,0,2,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
124,(dummy) Amezari Coat,WAIST,Male/Female,Gunner,6,5,5,15,57,3,0,0,1,1,2,BBQ,2,Fishing,2,Evade,1,Sneak,-2,,,4150,(dummy) Amezari Shell,1,Sm Lobstershell,1,(dummy) Famitsu Ticket,1,,,,,,
125,Monodevil Coil,WAIST,Male/Female,Blademaster,10,4,5,34,106,2,-1,-2,-1,-1,1,Artisan,2,Potential,3,Protection,-3,Expert,1,,,5900,Wht Monoblos Hrn,1,Wht Monoblos Spn,3,Wht Monoblos Shl,3,Monster Bone+,4,,,,
126,Monodevil Coat,WAIST,Male/Female,Gunner,10,4,5,16,56,4,2,0,0,0,1,Capacity,2,Potential,2,Protection,-4,Expert,1,,,5900,Wht Monoblos Hrn,1,Wht Monoblos Spn,3,Wht Monoblos Shl,3,Monster Bone+,4,,,,
127,Rathian Heart Coil,WAIST,Male/Female,Blademaster,3,6,5,36,108,2,0,-2,0,-4,2,Recovery,2,Whim,3,Antiseptic,1,Sneak,-1,,,6400,Pnk Rathian Scl,3,Pnk Rathian Shl,2,Fire Wyvern Claw,2,Monster Bone+,1,,,,
128,Rathian Heart Coat,WAIST,Male/Female,Gunner,3,6,5,16,58,4,2,0,2,-2,1,Recovery,2,Whim,3,Antiseptic,2,Sneak,-2,,,6400,Pnk Rathian Scl,3,Pnk Rathian Shl,2,Fire Wyvern Claw,2,Monster Bone+,1,,,,
129,Rathalos Soul Coil,WAIST,Male/Female,Blademaster,3,6,5,38,108,2,-1,2,0,-4,2,Attack,3,HearProtct,2,Expert,1,Protection,-1,,,6900,Azure Rthlos Shl,2,Azure Rthlos Scl,2,FireWyvern Fluid,2,Firestone,1,,,,
130,Rathalos Soul Coat,WAIST,Male/Female,Gunner,3,6,5,18,58,4,2,5,1,-2,1,Attack,3,HearProtct,3,Expert,1,Protection,-2,,,6900,Azure Rthlos Shl,2,Azure Rthlos Scl,2,FireWyvern Fluid,2,Firestone,1,,,,
131,Mafumofu Coat S,WAIST,Male/Female,Blademaster/Gunner,4,7,6,20,58,0,0,0,3,0,1,Cold Res,5,Protection,2,Heat Res,-2,,,,,1150,High Qualty Pelt,2,Blango Pelt+,1,Rainbow Insect,1,,,Normal Ticket,1,High Qualty Pelt,1
132,Leather Belt S,WAIST,Male/Female,Blademaster/Gunner,4,7,6,22,58,2,0,0,0,0,0,MixSucRate,10,Cooking,-1,,,,,,,1350,Carbalite Ore,1,Machalite Ore,10,Kelbi Hide,2,Stout Bone,1,Hard Ticket,1,Blango Pelt+,1
133,Chain Belt S,WAIST,Male/Female,Blademaster/Gunner,4,7,6,24,58,2,2,-2,1,0,1,Health,4,Whim,2,Map,2,Paralysis,-1,,,1650,Carbalite Ore,3,Dragonite Ore,3,Velociprey Hide+,2,,,Hard Ticket,1,Carbalite Ore,1
134,Hunter's Tasset S,WAIST,Male/Female,Blademaster,4,7,6,38,108,0,0,-4,0,0,2,PsychicVis,1,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,3,Machalite Ore,12,King Scarab,2,Rathalos Scale,4,Plus Class Tcket,1,King Scarab,1
135,Hunter's Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,2,2,-2,2,0,1,PsychicVis,3,Attack,2,Rec Speed,2,Faint,-2,,,5350,Carbalite Ore,3,Machalite Ore,12,King Scarab,2,Rathalos Scale,4,Plus Class Tcket,1,King Scarab,1
136,Bone Tasset S,WAIST,Male/Female,Blademaster,4,7,6,44,108,2,2,-2,-2,-2,1,Anti-Theft,2,Horn,3,Cooking,2,Map,-2,,,7200,Stout Bone,3,Master's Skull,1,Bullfango Pelt,3,High Qualty Pelt,3,Plus Class Tcket,1,High Qualty Pelt,2
137,Bone Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,5,5,0,-1,0,1,Anti-Theft,2,Fishing,3,Cooking,2,Map,-2,,,7200,Stout Bone,3,Monster Broth,2,Bullfango Pelt,3,Lg Bone Husk,5,Plus Class Tcket,1,High Qualty Pelt,2
138,Battle Tasset S,WAIST,Male/Female,Blademaster,4,7,6,46,108,2,-2,-2,-1,0,2,SwdShrpner,2,Attack,1,Guard,2,Stamina,-2,,,7500,Bulldrome Hide+,4,Bulldrome Tusk,3,Remobra Skin,2,Carbalite Ore,2,Plus Class Tcket,1,Carbalite Ore,2
139,Battle Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,4,0,0,0,2,1,Reload,2,Attack,3,ClustS Add,2,Hunger,-2,,,7500,Bulldrome Hide+,4,Bulldrome Tusk,3,Remobra Skin,2,Carbalite Ore,2,Plus Class Tcket,1,Carbalite Ore,2
140,Velociprey Tasset S,WAIST,Male/Female,Blademaster,4,7,6,50,108,1,1,1,0,-1,0,Torso Inc,,,,,,,,,,7800,Velociprey Scle+,4,Velociprey Hide+,5,Earth Crystal,6,King Scarab,4,,,,
141,Velociprey Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,3,3,3,1,0,0,Torso Inc,,,,,,,,,,7800,Velociprey Scle+,4,Velociprey Hide+,5,Earth Crystal,6,King Scarab,4,,,,
142,Vespoid Tasset S,WAIST,Male/Female,Blademaster,4,7,6,50,108,-6,-5,2,-4,2,2,Paralysis,3,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,3,Vespoid Carapace,3,Vespoid Wing,4,Killer Beetle,3,,,,
143,Vespoid Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,-5,-4,5,-3,2,2,Paralysis,3,Everlastng,2,Poison,-2,,,,,7800,Vespoid InnrWng,3,Vespoid Carapace,3,Vespoid Shell,3,Killer Beetle,3,,,,
144,Hi-Metal Tasset S,WAIST,Male/Female,Blademaster,4,7,6,50,108,-2,-2,3,-1,0,2,Defense,2,Gunnery,3,All Resist,-2,,,,,7800,Novacrystal,1,Carbalite Ore,3,Machalite Ore,15,Thunderbug Juice,3,,,,
145,Hi-Metal Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,0,0,5,0,0,2,Defense,2,Gunnery,3,All Resist,-2,,,,,7800,Novacrystal,1,Carbalite Ore,3,Machalite Ore,15,Thunderbug Juice,3,,,,
146,Steel Belt S,WAIST,Male/Female,Blademaster,4,7,6,52,108,2,2,-2,0,0,1,Guard,2,Stamina,-2,Map,5,,,,,8950,Novacrystal,1,Lightcrystal,2,Dragonite Ore,8,Machalite Ore,12,,,,
147,Hornet Tasset S,WAIST,Male/Female,Blademaster,4,7,6,52,108,-6,-1,-5,-5,2,2,Dragon Res,3,Sharpness,2,Poison,-2,,,,,8800,HornetaurInnrWng,3,Hornetaur Crapce,3,Hornetaur Head,2,Killer Beetle,3,,,,
148,Hornet Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,-5,2,-3,-4,3,2,Dragon Res,3,PierceS Up,2,Poison,-2,,,,,8800,HornetaurInnrWng,3,Hornetaur Crapce,3,Hornetaur Head,2,Killer Beetle,3,,,,
149,Genprey Tasset S,WAIST,Male/Female,Blademaster,4,7,6,52,108,2,-2,3,-2,-1,2,Paralysis,3,Spc Attack,2,Poison,-2,,,,,8800,Gendrome Tail,3,Genprey Scale+,4,Paralysis Sac,2,King Scarab,4,,,,
150,Genprey Coat S,WAIST,Male/Female,Gunner,4,7,6,26,58,4,0,5,0,0,2,Paralysis,3,Spc Attack,2,Poison,-2,,,,,8800,Gendrome Tail,3,Genprey Scale+,4,Paralysis Sac,2,King Scarab,4,,,,
151,Ioprey Tasset S,WAIST,Male/Female,Blademaster,4,7,6,52,108,3,2,-2,1,-1,2,Poison,3,Defense,2,Faint,-2,,,,,8950,Ioprey Scale+,4,Ioprey Hide+,6,Dragonite Ore,10,Toxin Sac,2,,,,
152,Ioprey Coat S,WAIST,Male/Female,Gunner,4,7,6,28,58,4,3,0,2,0,2,Poison,3,NormalS Up,2,Faint,-2,,,,,8950,Ioprey Scale+,4,Ioprey Hide+,6,Dragonite Ore,10,Toxin Sac,2,,,,
153,Kut-Ku Tasset S,WAIST,Male/Female,Blademaster,4,7,6,52,108,2,-2,0,-2,-1,2,Attack,3,Fire Res,2,Defense,-2,,,,,8950,Kut-Ku Scale+,2,Kut-Ku Carapace,3,Stout Bone,3,,,,,,
154,Kut-Ku Coat S,WAIST,Male/Female,Gunner,4,7,6,28,58,5,1,3,-1,0,2,Attack,3,Fire Res,2,Defense,-2,,,,,8950,Kut-Ku Scale+,2,Kut-Ku Carapace,3,Stout Bone,3,,,,,,
155,Cephalos Tasset S,WAIST,Male/Female,Blademaster,4,7,6,54,108,-3,2,-4,2,0,2,Heat Res,3,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,5,Cephalos Fin+,2,Dragonite Ore,8,Iron Ore,20,,,,
156,Cephalos Coat S,WAIST,Male/Female,Gunner,4,7,6,28,58,-1,5,-2,3,1,2,Heat Res,3,PsychicVis,3,Cold Res,-1,,,,,9000,Cephalos Scale+,5,Cephalos Fin+,2,Dragonite Ore,8,Iron Ore,20,,,,
157,Conga Tasset S,WAIST,Male/Female,Blademaster,4,7,6,54,108,-3,2,2,-1,0,1,ElementAtk,2,Antiseptic,2,Sneak,-3,Gluttony,2,,,9000,Congalala Pelt+,3,Congalala Fang,3,Bulldrome Hide+,2,Monster Bone+,2,,,,
158,Conga Coat S,WAIST,Male/Female,Gunner,4,7,6,28,58,-1,4,4,0,1,1,NormalS Up,2,Antiseptic,2,Sneak,-3,Gluttony,2,,,9000,Congalala Pelt+,3,Congalala Fang,3,Bulldrome Hide+,2,Monster Bone+,2,,,,
159,Gypceros Tasset S,WAIST,Male/Female,Blademaster,5,7,6,54,108,-4,1,4,1,0,2,Poison,3,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,4,Monster Broth,2,Antiseptic Stone,8,Union Ore,2,,,,
160,Gypceros Coat S,WAIST,Male/Female,Gunner,5,7,6,28,58,-1,4,6,3,0,2,Poison,3,Stamina,2,Hunger,-2,,,,,9000,Rubbery Hide+,4,Monster Broth,2,Antiseptic Stone,8,Union Ore,2,,,,
161,Khezu Tasset S,WAIST,Male/Female,Blademaster,5,7,6,56,108,-3,3,4,1,0,2,Rec Speed,3,Wide Area,2,Faint,-2,,,,,9100,Pale Khezu Steak,1,Khezu Hide - Tan,2,Thunder Sac,2,Lifepowder,3,,,,
162,Khezu Coat S,WAIST,Male/Female,Gunner,5,7,6,28,58,-1,5,6,2,0,1,Rec Speed,5,Wide Area,2,Faint,-2,,,,,9100,Pale Khezu Steak,1,Khezu Hide - Tan,2,Thunder Sac,2,Lifepowder,3,,,,
163,Hermitaur Tasset S,WAIST,Male/Female,Blademaster,4,7,6,56,108,-3,3,-4,0,1,2,Defense,2,Guard,2,Throw,2,Stamina,-1,,,9100,Hermitaur Carpce,3,Hermitaur Shell,4,Sharp Claw,4,Monster Bone+,1,,,,
164,Hermitaur Coat S,WAIST,Male/Female,Gunner,4,7,6,28,58,-1,5,-2,1,2,2,Defense,2,Reload,2,Crag S Add,2,All Resist,-1,,,9100,Hermitaur Carpce,3,Hermitaur Shell,4,Sharp Claw,4,Monster Bone+,1,,,,
165,Hypno Tasset S,WAIST,Male/Female,Blademaster,7,7,6,56,108,-2,2,0,1,1,2,Sleep,1,Stamina,3,Hunger,-3,,,,,9100,OrangeHypnoPelt,3,RainbowTailFeath,3,King Scarab,2,Monster Broth,4,,,,
166,Hypno Coat S,WAIST,Male/Female,Gunner,7,7,6,28,58,0,4,2,3,2,1,Sleep,5,Stamina,2,Hunger,-2,,,,,9100,OrangeHypnoPelt,3,RainbowTailFeath,3,King Scarab,2,Monster Broth,4,,,,
167,Basarios Tasset S,WAIST,Male/Female,Blademaster,5,7,6,56,108,0,2,2,1,-2,2,Defense,2,Poison,2,Sleep,1,Dragon Res,-2,,,9100,Basarios Carpace,4,Carbalite Ore,7,Dragonite Ore,8,Genprey Hide+,3,,,,
168,Basarios Coat S,WAIST,Male/Female,Gunner,5,7,6,28,58,2,4,4,2,0,2,Defense,2,Poison,2,Sleep,1,Dragon Res,-2,,,9100,Basarios Carpace,4,Carbalite Ore,7,Dragonite Ore,8,Genprey Hide+,3,,,,
169,Plesioth Tasset S,WAIST,Male/Female,Blademaster,5,8,6,58,108,-4,4,-4,2,0,1,Stamina,3,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Scale+,3,Plesioth Fin+,1,Union Ore,2,Cephalos Scale+,3,,,,
170,Plesioth Coat S,WAIST,Male/Female,Gunner,5,8,6,30,58,-2,6,-2,3,1,1,Stamina,3,Heat Res,2,Cold Res,2,Hunger,-2,,,9500,Plesioth Scale+,3,Plesioth Fin+,1,Union Ore,2,Cephalos Scale+,3,,,,
171,Monoblos Coil S,WAIST,Male/Female,Blademaster,10,8,6,60,108,2,-1,-2,-1,-1,2,Attack,3,Potential,2,Protection,-2,,,,,9900,MonoblosThoracic,3,Blood Red Horn,1,MonoblosCarapace,3,Hrd Monster Bone,4,,,,
172,Monoblos Coat S,WAIST,Male/Female,Gunner,10,8,6,30,58,4,2,0,0,0,1,Attack,6,Potential,2,Protection,-1,,,,,9900,MonoblosThoracic,3,Blood Red Horn,1,MonoblosCarapace,3,Hrd Monster Bone,4,,,,
173,Garuga Tasset S,WAIST,Male/Female,Blademaster,8,8,6,60,108,2,0,2,0,0,1,HearProtct,2,Poison,2,Gathering,-2,Expert,3,,,9900,Garuga Scale+,4,Garuga Carapace,4,Inferno Sac,3,King Scarab,2,,,,
174,Garuga Coat S,WAIST,Male/Female,Gunner,8,8,6,30,58,3,2,3,1,0,1,HearProtct,2,PoisonCAdd,2,Gathering,-2,Expert,3,,,9900,Garuga Scale+,4,Garuga Carapace,4,Inferno Sac,3,King Scarab,2,,,,
175,Blango Tasset S,WAIST,Male/Female,Blademaster,5,8,6,60,108,-4,2,0,3,1,2,Cold Res,2,Snow Res,2,Attack,2,Heat Res,-1,,,9900,Blangonga Pelt+,4,Blangonga Whiskr,1,Brute Bone,3,Kirin Hide,2,,,,
176,Blango Coat S,WAIST,Male/Female,Gunner,5,8,6,30,58,-3,4,1,5,2,2,Cold Res,2,Snow Res,2,Attack,2,Heat Res,-1,,,9900,Blangonga Pelt+,4,Blangonga Whiskr,1,Brute Bone,3,Kirin Hide,2,,,,
177,Ceanataur Tasset S,WAIST,Male/Female,Blademaster,5,8,6,61,109,1,2,-1,-1,0,2,Artisan,2,Attack,2,SwdShrpner,1,Defense,-2,,,10050,Ceanataur Carpce,3,Ceanataur Shell,4,Firestone,2,Rare Scarab,2,,,,
178,Ceanataur Coat S,WAIST,Male/Female,Gunner,5,8,6,30,58,2,4,0,0,2,2,PierceS Up,2,PierceSAdd,3,Defense,-2,,,,,10050,Ceanataur Carpce,3,Ceanataur Shell,4,Firestone,2,Rare Scarab,2,,,,
179,Rathian Tasset S,WAIST,Male/Female,Blademaster,5,9,6,62,110,2,0,-2,0,-4,2,Health,4,Poison,2,Faint,-1,,,,,10250,Rathian Ruby,1,Rathian Carapace,2,Fire Wyvern Claw,3,Rare Scarab,3,,,,
180,Rathian Coat S,WAIST,Male/Female,Gunner,5,9,6,30,60,4,2,0,2,-2,2,Health,4,Poison,2,Faint,-1,,,,,10250,Rathian Ruby,1,Rathian Carapace,2,Fire Wyvern Claw,3,Rare Scarab,3,,,,
181,Narga Tasset S,WAIST,Male/Female,Blademaster,8,9,6,62,110,-4,3,-3,2,0,2,Evade Dist,1,Constitutn,4,Attack,-2,,,,,10250,Narga Scale+,5,NargaCuttingWing,2,Hrd Monster Bone,2,Monster Broth,4,,,,
182,Narga Coat S,WAIST,Male/Female,Gunner,8,9,6,30,60,-2,4,-1,3,1,2,Evade Dist,3,Constitutn,2,Attack,-2,,,,,10250,Narga Scale+,5,NargaCuttingWing,2,Hrd Monster Bone,2,Monster Broth,4,,,,
183,Tigrex Tasset S,WAIST,Male/Female,Blademaster,6,9,6,64,110,3,2,-2,3,-1,1,Cooking,2,HearProtct,2,Protection,-2,PsychicVis,3,,,10750,Tigrex Carapace,2,Tigrex Scale+,4,Tigrex Claw+,2,Rare Scarab,3,,,,
184,Tigrex Coat S,WAIST,Male/Female,Gunner,6,9,6,30,60,4,3,-1,4,0,1,Cooking,2,HearProtct,2,Protection,-2,PsychicVis,3,,,10750,Tigrex Carapace,2,Tigrex Scale+,4,Tigrex Claw+,2,Rare Scarab,3,,,,
185,Rathalos Tasset S,WAIST,Male/Female,Blademaster,5,9,6,64,110,2,-1,2,-3,-4,2,Attack,4,Rec Speed,2,Faint,-1,,,,,10750,Rathalos Carpace,3,Rathalos Scale+,3,Inferno Sac,2,Rathalos Webbing,3,,,,
186,Rathalos Coat S,WAIST,Male/Female,Gunner,5,9,6,30,60,4,0,5,-1,-2,1,Attack,4,Rec Speed,3,Faint,-2,,,,,10750,Rathalos Carpace,3,Rathalos Scale+,3,Inferno Sac,2,Rathalos Webbing,3,,,,
187,Diablo Coil S,WAIST,Male/Female,Blademaster,6,9,6,64,110,3,-1,1,-2,0,2,WindPress,2,Expert,3,Health,-2,,,,,10750,Diablos Thoracic,2,Diablos Carapace,2,Dragonite Ore,2,King Scarab,5,,,,
188,Diablo Coat S,WAIST,Male/Female,Gunner,6,9,6,30,60,5,2,4,-1,0,2,WindPress,2,Expert,3,Health,-2,,,,,10750,Diablos Thoracic,2,Diablos Carapace,2,Dragonite Ore,2,King Scarab,5,,,,
189,Gravios Tasset S,WAIST,Male/Female,Blademaster,6,9,6,64,110,2,-2,2,0,-2,2,Guard,2,Defense,3,Stamina,-2,,,,,10750,Gravios Carapace,1,Gravios Shell,3,Monster Bone+,3,Gravios BrainStm,1,,,,
190,Gravios Coat S,WAIST,Male/Female,Gunner,6,9,6,30,60,4,1,3,1,0,1,Recoil,2,Defense,5,Stamina,-2,,,,,10750,Gravios Carapace,1,Gravios Shell,3,Monster Bone+,3,Gravios BrainStm,1,,,,
191,Leather Belt U,WAIST,Male/Female,Blademaster/Gunner,4,7,7,20,58,2,0,0,0,0,3,Gathering,2,Alchemy,2,Sneak,-1,,,,,1350,Giaprey Hide+,3,Iron Ore,5,High Qualty Pelt,3,Bulldrome Hide+,2,,,,
192,Chain Belt U,WAIST,Male/Female,Blademaster/Gunner,4,7,7,22,58,2,2,-2,1,0,2,Whim,4,Backpackng,2,Map,-1,,,,,1650,Carbalite Ore,2,Rainbow Ore,2,Dragonite Ore,3,Genprey Hide+,2,,,,
193,Hunter's Tasset U,WAIST,Male/Female,Blademaster,4,7,7,36,108,0,0,-4,0,0,3,PsychicVis,1,BombStrUp,2,Sleep,-2,,,,,5350,King Scarab,3,Carbalite Ore,1,Bulldrome Hide+,2,Black Blos Spine,3,,,,
194,Hunter's Coat U,WAIST,Male/Female,Gunner,4,7,7,24,58,2,2,-2,2,0,2,PsychicVis,3,Crag S Add,2,Sleep,-2,,,,,5350,King Scarab,3,Carbalite Ore,1,Bulldrome Hide+,2,Black Blos Spine,3,,,,
195,Bone Tasset U,WAIST,Male/Female,Blademaster,4,7,7,42,108,2,2,-2,-2,-2,2,Anti-Theft,2,Horn,2,Fatigue,2,Guard,-1,,,7200,Ioprey Hide+,3,Master's Skull,1,Monster Bone+,3,Bulldrome Hide,4,,,,
196,Bone Coat U,WAIST,Male/Female,Gunner,4,7,7,24,58,5,5,0,-1,0,2,Anti-Theft,2,Fatigue,3,Precision,-2,,,,,7200,Ioprey Hide+,3,Monster Broth,3,Monster Bone+,3,Bulldrome Hide,4,,,,
197,Battle Tasset U,WAIST,Male/Female,Blademaster,4,7,7,44,108,2,-2,-2,-1,0,3,Guard,2,Defense,1,Stamina,-2,,,,,7500,Bulldrome Hide+,4,Stout Bone,3,Remobra Skin,2,Rainbow Ore,3,,,,
198,Battle Coat U,WAIST,Male/Female,Gunner,4,7,7,24,58,4,0,0,0,2,2,Reload,2,Defense,3,All Resist,-2,,,,,7500,Bulldrome Hide+,4,Stout Bone,3,Remobra Skin,2,Rainbow Ore,3,,,,
199,Giaprey Tasset U,WAIST,Male/Female,Blademaster,4,7,7,44,108,0,1,1,3,-1,3,Snow Res,1,Evade,2,Fire Res,-2,,,,,7500,Giaprey Scale+,4,Giaprey Hide+,4,Black Blos Shell,1,Dragonite Ore,4,,,,
200,Giaprey Coat U,WAIST,Male/Female,Gunner,4,7,7,24,58,1,3,3,4,0,2,Snow Res,3,Evade,2,Fire Res,-2,,,,,7500,Giaprey Scale+,4,Giaprey Hide+,4,Black Blos Shell,1,Dragonite Ore,4,,,,
201,Vespoid Tasset U,WAIST,Male/Female,Blademaster,4,7,7,48,108,-6,-5,2,-4,2,2,Sleep,3,Spc Attack,2,Water Res,-2,,,,,7800,Vespoid InnrWng,3,Vespoid Carapace,3,Rainbow Insect,2,Firestone,1,,,,
202,Vespoid Coat U,WAIST,Male/Female,Gunner,4,7,7,24,58,-5,-4,5,-3,2,2,Sleep,3,Spc Attack,2,Water Res,-2,,,,,7800,Vespoid InnrWng,3,Vespoid Carapace,3,Rainbow Insect,2,Firestone,1,,,,
203,Hi-Metal Tasset U,WAIST,Male/Female,Blademaster,5,7,7,48,108,-2,-2,3,-1,0,3,Protection,2,ElementAtk,1,Stamina,-2,,,,,7800,Basarios Tears,1,Carbalite Ore,3,Machalite Ore,10,Thunderbug Juice,3,,,,
204,Hi-Metal Coat U,WAIST,Male/Female,Gunner,5,7,7,24,58,0,0,5,0,0,2,Protection,2,ElementAtk,3,Stamina,-2,,,,,7800,Basarios Tears,1,Carbalite Ore,3,Machalite Ore,10,Thunderbug Juice,3,,,,
205,Steel Belt U,WAIST,Male/Female,Blademaster,4,7,7,50,108,2,2,-2,0,0,2,Guard,2,Stamina,-2,PsychicVis,3,,,,,8950,Novacrystal,1,Rainbow Ore,3,Lightcrystal,2,Dragonite Ore,12,,,,
206,Hornet Tasset U,WAIST,Male/Female,Blademaster,4,7,7,50,108,-6,-1,-5,-5,2,1,Gathering,2,HearProtct,4,Protection,-3,,,,,8800,HornetaurInnrWng,3,Hornetaur Crapce,3,Rainbow Insect,2,Congalala Claw+,1,,,,
207,Hornet Coat U,WAIST,Male/Female,Gunner,4,7,7,24,58,-5,2,-3,-4,3,1,Gathering,2,HearProtct,4,Protection,-3,,,,,8800,HornetaurInnrWng,3,Hornetaur Crapce,3,Rainbow Insect,2,Congalala Claw+,1,,,,
